OSU_RTS.CALC.149_GPALARM Time [SNAP],OSU_RTS.CALC.149_GPALARM Value [SNAP],OSU_RTS.CALC.149_GPALARM Status [SNAP],OSU_RTS.MDBUS_E3.149_E01 Time [SNAP],OSU_RTS.MDBUS_E3.149_E01 Value [SNAP],OSU_RTS.MDBUS_E3.149_E01 Status [SNAP],OSU_RTS.MDBUS_E3.149_E02 Time [SNAP],OSU_RTS.MDBUS_E3.149_E02 Value [SNAP],OSU_RTS.MDBUS_E3.149_E02 Status [SNAP],OSU_RTS.MDBUS_G1.149_GBV Time [SNAP],OSU_RTS.MDBUS_G1.149_GBV Value [SNAP],OSU_RTS.MDBUS_G1.149_GBV Status [SNAP],OSU_RTS.MDBUS_G1.149_GCV Time [SNAP],OSU_RTS.MDBUS_G1.149_GCV Value [SNAP],OSU_RTS.MDBUS_G1.149_GCV Status [SNAP],OSU_RTS.MDBUS_G1.149_GP Time [SNAP],OSU_RTS.MDBUS_G1.149_GP Value [SNAP],OSU_RTS.MDBUS_G1.149_GP Status [SNAP],OSU_RTS.MDBUS_G1.149_GT Time [SNAP],OSU_RTS.MDBUS_G1.149_GT Value [SNAP],OSU_RTS.MDBUS_G1.149_GT Status [SNAP],OSU_RTS.MDBUS_G1.149_GUV Time [SNAP],OSU_RTS.MDBUS_G1.149_GUV Value [SNAP],OSU_RTS.MDBUS_G1.149_GUV Status [SNAP],OSU_RTS.MDBUS_RT.149S_C Time [SNAP],OSU_RTS.MDBUS_RT.149S_C Value [SNAP],OSU_RTS.MDBUS_RT.149S_C Status [SNAP],OSU_RTS.MDBUS_RT.149S_DP Time [SNAP],OSU_RTS.MDBUS_RT.149S_DP Value [SNAP],OSU_RTS.MDBUS_RT.149S_DP Status [SNAP],OSU_RTS.MDBUS_RT.149S_HF Time [SNAP],OSU_RTS.MDBUS_RT.149S_HF Value [SNAP],OSU_RTS.MDBUS_RT.149S_HF Status [SNAP],OSU_RTS.MDBUS_RT.149S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.149S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.149S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.149S_I Time [SNAP],OSU_RTS.MDBUS_RT.149S_I Value [SNAP],OSU_RTS.MDBUS_RT.149S_I Status [SNAP],OSU_RTS.MDBUS_RT.149S_P Time [SNAP],OSU_RTS.MDBUS_RT.149S_P Value [SNAP],OSU_RTS.MDBUS_RT.149S_P Status [SNAP],OSU_RTS.MDBUS_RT.149S_T Time [SNAP],OSU_RTS.MDBUS_RT.149S_T Value [SNAP],OSU_RTS.MDBUS_RT.149S_T Status [SNAP],Comments
10/16/18 8:45,0,OK,10/16/18 8:45,2365027,OK,10/16/18 8:45,10731923,OK,10/16/18 8:45,4.679999828,OK,10/16/18 8:45,20572,OK,10/16/18 8:45,5.050000191,OK,10/16/18 8:45,50.59000015,OK,10/16/18 8:45,151764,OK,10/16/18 8:45,0,UNRELIABLE,10/16/18 8:45,0,UNRELIABLE,10/16/18 8:45,0,UNRELIABLE,10/16/18 8:45,0,UNRELIABLE,10/16/18 8:45,0,UNRELIABLE,10/16/18 8:45,0,UNRELIABLE,10/16/18 8:45,0,UNRELIABLE,
10/16/18 9:00,0,OK,10/16/18 9:00,2365039,OK,10/16/18 9:00,10731961,OK,10/16/18 9:00,4.670000076,OK,10/16/18 9:00,20573,OK,10/16/18 9:00,5.130000114,OK,10/16/18 9:00,50.90999985,OK,10/16/18 9:00,151770,OK,10/16/18 9:00,0,UNRELIABLE,10/16/18 9:00,0,UNRELIABLE,10/16/18 9:00,0,UNRELIABLE,10/16/18 9:00,0,UNRELIABLE,10/16/18 9:00,0,UNRELIABLE,10/16/18 9:00,0,UNRELIABLE,10/16/18 9:00,0,UNRELIABLE,
10/16/18 9:15,0,OK,10/16/18 9:15,2365052,OK,10/16/18 9:15,10731999,OK,10/16/18 9:15,4.690000057,OK,10/16/18 9:15,20574,OK,10/16/18 9:15,5.050000191,OK,10/16/18 9:15,54.81999969,OK,10/16/18 9:15,151780,OK,10/16/18 9:15,0,UNRELIABLE,10/16/18 9:15,0,UNRELIABLE,10/16/18 9:15,0,UNRELIABLE,10/16/18 9:15,0,UNRELIABLE,10/16/18 9:15,0,UNRELIABLE,10/16/18 9:15,0,UNRELIABLE,10/16/18 9:15,0,UNRELIABLE,
10/16/18 9:30,0,OK,10/16/18 9:30,2365066,OK,10/16/18 9:30,10732038,OK,10/16/18 9:30,4.690000057,OK,10/16/18 9:30,20576,OK,10/16/18 9:30,5.070000172,OK,10/16/18 9:30,54.32999802,OK,10/16/18 9:30,151789,OK,10/16/18 9:30,0,UNRELIABLE,10/16/18 9:30,0,UNRELIABLE,10/16/18 9:30,0,UNRELIABLE,10/16/18 9:30,0,UNRELIABLE,10/16/18 9:30,0,UNRELIABLE,10/16/18 9:30,0,UNRELIABLE,10/16/18 9:30,0,UNRELIABLE,
10/16/18 9:45,0,OK,10/16/18 9:45,2365080,OK,10/16/18 9:45,10732077,OK,10/16/18 9:45,4.769999981,OK,10/16/18 9:45,20577,OK,10/16/18 9:45,5.050000191,OK,10/16/18 9:45,54.81999969,OK,10/16/18 9:45,151799,OK,10/16/18 9:45,0,UNRELIABLE,10/16/18 9:45,0,UNRELIABLE,10/16/18 9:45,0,UNRELIABLE,10/16/18 9:45,0,UNRELIABLE,10/16/18 9:45,0,UNRELIABLE,10/16/18 9:45,0,UNRELIABLE,10/16/18 9:45,0,UNRELIABLE,
10/16/18 10:00,0,OK,10/16/18 10:00,2365095,OK,10/16/18 10:00,10732116,OK,10/16/18 10:00,4.820000172,OK,10/16/18 10:00,20578,OK,10/16/18 10:00,5.050000191,OK,10/16/18 10:00,55.47000122,OK,10/16/18 10:00,151808,OK,10/16/18 10:00,0,UNRELIABLE,10/16/18 10:00,0,UNRELIABLE,10/16/18 10:00,0,UNRELIABLE,10/16/18 10:00,0,UNRELIABLE,10/16/18 10:00,0,UNRELIABLE,10/16/18 10:00,0,UNRELIABLE,10/16/18 10:00,0,UNRELIABLE,
10/16/18 10:15,0,OK,10/16/18 10:15,2365111,OK,10/16/18 10:15,10732155,OK,10/16/18 10:15,4.820000172,OK,10/16/18 10:15,20579,OK,10/16/18 10:15,5.230000019,OK,10/16/18 10:15,55.9600029,OK,10/16/18 10:15,151817,OK,10/16/18 10:15,0,UNRELIABLE,10/16/18 10:15,0,UNRELIABLE,10/16/18 10:15,0,UNRELIABLE,10/16/18 10:15,0,UNRELIABLE,10/16/18 10:15,0,UNRELIABLE,10/16/18 10:15,0,UNRELIABLE,10/16/18 10:15,0,UNRELIABLE,
10/16/18 10:30,0,OK,10/16/18 10:30,2365129,OK,10/16/18 10:30,10732194,OK,10/16/18 10:30,4.519999981,OK,10/16/18 10:30,20581,OK,10/16/18 10:30,5.059999943,OK,10/16/18 10:30,56.11999893,OK,10/16/18 10:30,151826,OK,10/16/18 10:30,0,UNRELIABLE,10/16/18 10:30,0,UNRELIABLE,10/16/18 10:30,0,UNRELIABLE,10/16/18 10:30,0,UNRELIABLE,10/16/18 10:30,0,UNRELIABLE,10/16/18 10:30,0,UNRELIABLE,10/16/18 10:30,0,UNRELIABLE,
10/16/18 10:45,0,OK,10/16/18 10:45,2365148,OK,10/16/18 10:45,10732231,OK,10/16/18 10:45,4.75,OK,10/16/18 10:45,20581,OK,10/16/18 10:45,4.970000267,OK,10/16/18 10:45,53.84000015,OK,10/16/18 10:45,151830,OK,10/16/18 10:45,0,UNRELIABLE,10/16/18 10:45,0,UNRELIABLE,10/16/18 10:45,0,UNRELIABLE,10/16/18 10:45,0,UNRELIABLE,10/16/18 10:45,0,UNRELIABLE,10/16/18 10:45,0,UNRELIABLE,10/16/18 10:45,0,UNRELIABLE,
10/16/18 11:00,0,OK,10/16/18 11:00,2365166,OK,10/16/18 11:00,10732266,OK,10/16/18 11:00,4.550000191,OK,10/16/18 11:00,20582,OK,10/16/18 11:00,5.130000114,OK,10/16/18 11:00,53.18999863,OK,10/16/18 11:00,151834,OK,10/16/18 11:00,0,UNRELIABLE,10/16/18 11:00,0,UNRELIABLE,10/16/18 11:00,0,UNRELIABLE,10/16/18 11:00,0,UNRELIABLE,10/16/18 11:00,0,UNRELIABLE,10/16/18 11:00,0,UNRELIABLE,10/16/18 11:00,0,UNRELIABLE,
10/16/18 11:15,0,OK,10/16/18 11:15,2365186,OK,10/16/18 11:15,10732302,OK,10/16/18 11:15,4.599999905,OK,10/16/18 11:15,20582,OK,10/16/18 11:15,5.150000095,OK,10/16/18 11:15,53.34999847,OK,10/16/18 11:15,151838,OK,10/16/18 11:15,0,UNRELIABLE,10/16/18 11:15,0,UNRELIABLE,10/16/18 11:15,0,UNRELIABLE,10/16/18 11:15,0,UNRELIABLE,10/16/18 11:15,0,UNRELIABLE,10/16/18 11:15,0,UNRELIABLE,10/16/18 11:15,0,UNRELIABLE,
10/16/18 11:30,0,OK,10/16/18 11:30,2365205,OK,10/16/18 11:30,10732337,OK,10/16/18 11:30,4.450000286,OK,10/16/18 11:30,20583,OK,10/16/18 11:30,5.230000019,OK,10/16/18 11:30,53.20000076,OK,10/16/18 11:30,151841,OK,10/16/18 11:30,0,UNRELIABLE,10/16/18 11:30,0,UNRELIABLE,10/16/18 11:30,0,UNRELIABLE,10/16/18 11:30,0,UNRELIABLE,10/16/18 11:30,0,UNRELIABLE,10/16/18 11:30,0,UNRELIABLE,10/16/18 11:30,0,UNRELIABLE,
10/16/18 11:45,0,OK,10/16/18 11:45,2365226,OK,10/16/18 11:45,10732372,OK,10/16/18 11:45,4.880000114,OK,10/16/18 11:45,20583,OK,10/16/18 11:45,4.970000267,OK,10/16/18 11:45,53.52000046,OK,10/16/18 11:45,151844,OK,10/16/18 11:45,0,UNRELIABLE,10/16/18 11:45,0,UNRELIABLE,10/16/18 11:45,0,UNRELIABLE,10/16/18 11:45,0,UNRELIABLE,10/16/18 11:45,0,UNRELIABLE,10/16/18 11:45,0,UNRELIABLE,10/16/18 11:45,0,UNRELIABLE,
10/16/18 12:00,0,OK,10/16/18 12:00,2365246,OK,10/16/18 12:00,10732410,OK,10/16/18 12:00,4.890000343,OK,10/16/18 12:00,20584,OK,10/16/18 12:00,4.980000019,OK,10/16/18 12:00,55.62999725,OK,10/16/18 12:00,151850,OK,10/16/18 12:00,0,UNRELIABLE,10/16/18 12:00,0,UNRELIABLE,10/16/18 12:00,0,UNRELIABLE,10/16/18 12:00,0,UNRELIABLE,10/16/18 12:00,0,UNRELIABLE,10/16/18 12:00,0,UNRELIABLE,10/16/18 12:00,0,UNRELIABLE,
10/16/18 12:15,0,OK,10/16/18 12:15,2365268,OK,10/16/18 12:15,10732449,OK,10/16/18 12:15,4.5,OK,10/16/18 12:15,20585,OK,10/16/18 12:15,4.930000305,OK,10/16/18 12:15,56.28000259,OK,10/16/18 12:15,151858,OK,10/16/18 12:15,0,UNRELIABLE,10/16/18 12:15,0,UNRELIABLE,10/16/18 12:15,0,UNRELIABLE,10/16/18 12:15,0,UNRELIABLE,10/16/18 12:15,0,UNRELIABLE,10/16/18 12:15,0,UNRELIABLE,10/16/18 12:15,0,UNRELIABLE,
10/16/18 12:30,0,OK,10/16/18 12:30,2365290,OK,10/16/18 12:30,10732487,OK,10/16/18 12:30,4.450000286,OK,10/16/18 12:30,20586,OK,10/16/18 12:30,5.159999847,OK,10/16/18 12:30,56.94000244,OK,10/16/18 12:30,151865,OK,10/16/18 12:30,0,UNRELIABLE,10/16/18 12:30,0,UNRELIABLE,10/16/18 12:30,0,UNRELIABLE,10/16/18 12:30,0,UNRELIABLE,10/16/18 12:30,0,UNRELIABLE,10/16/18 12:30,0,UNRELIABLE,10/16/18 12:30,0,UNRELIABLE,
10/16/18 12:45,0,OK,10/16/18 12:45,2365312,OK,10/16/18 12:45,10732524,OK,10/16/18 12:45,4.5,OK,10/16/18 12:45,20587,OK,10/16/18 12:45,4.910000324,OK,10/16/18 12:45,55.62999725,OK,10/16/18 12:45,151870,OK,10/16/18 12:45,0,UNRELIABLE,10/16/18 12:45,0,UNRELIABLE,10/16/18 12:45,0,UNRELIABLE,10/16/18 12:45,0,UNRELIABLE,10/16/18 12:45,0,UNRELIABLE,10/16/18 12:45,0,UNRELIABLE,10/16/18 12:45,0,UNRELIABLE,
10/16/18 13:00,0,OK,10/16/18 13:00,2365334,OK,10/16/18 13:00,10732559,OK,10/16/18 13:00,4.679999828,OK,10/16/18 13:00,20587,OK,10/16/18 13:00,5.090000153,OK,10/16/18 13:00,56.77000046,OK,10/16/18 13:00,151873,OK,10/16/18 13:00,0,UNRELIABLE,10/16/18 13:00,0,UNRELIABLE,10/16/18 13:00,0,UNRELIABLE,10/16/18 13:00,0,UNRELIABLE,10/16/18 13:00,0,UNRELIABLE,10/16/18 13:00,0,UNRELIABLE,10/16/18 13:00,0,UNRELIABLE,
10/16/18 13:15,0,OK,10/16/18 13:15,2365357,OK,10/16/18 13:15,10732593,OK,10/16/18 13:15,4.630000114,OK,10/16/18 13:15,20587,OK,10/16/18 13:15,5.110000134,OK,10/16/18 13:15,59.24000168,OK,10/16/18 13:15,151875,OK,10/16/18 13:15,0,UNRELIABLE,10/16/18 13:15,0,UNRELIABLE,10/16/18 13:15,0,UNRELIABLE,10/16/18 13:15,0,UNRELIABLE,10/16/18 13:15,0,UNRELIABLE,10/16/18 13:15,0,UNRELIABLE,10/16/18 13:15,0,UNRELIABLE,
10/16/18 13:30,0,OK,10/16/18 13:30,2365379,OK,10/16/18 13:30,10732628,OK,10/16/18 13:30,4.650000095,OK,10/16/18 13:30,20587,OK,10/16/18 13:30,5.190000057,OK,10/16/18 13:30,59.56999969,OK,10/16/18 13:30,151876,OK,10/16/18 13:30,0,UNRELIABLE,10/16/18 13:30,0,UNRELIABLE,10/16/18 13:30,0,UNRELIABLE,10/16/18 13:30,0,UNRELIABLE,10/16/18 13:30,0,UNRELIABLE,10/16/18 13:30,0,UNRELIABLE,10/16/18 13:30,0,UNRELIABLE,
10/16/18 13:45,0,OK,10/16/18 13:45,2365400,OK,10/16/18 13:45,10732663,OK,10/16/18 13:45,4.690000057,OK,10/16/18 13:45,20587,OK,10/16/18 13:45,5.190000057,OK,10/16/18 13:45,60.90000153,OK,10/16/18 13:45,151876,OK,10/16/18 13:45,0,UNRELIABLE,10/16/18 13:45,0,UNRELIABLE,10/16/18 13:45,0,UNRELIABLE,10/16/18 13:45,0,UNRELIABLE,10/16/18 13:45,0,UNRELIABLE,10/16/18 13:45,0,UNRELIABLE,10/16/18 13:45,0,UNRELIABLE,
10/16/18 14:00,0,OK,10/16/18 14:00,2365422,OK,10/16/18 14:00,10732698,OK,10/16/18 14:00,4.670000076,OK,10/16/18 14:00,20587,OK,10/16/18 14:00,5.019999981,OK,10/16/18 14:00,63.59000015,OK,10/16/18 14:00,151876,OK,10/16/18 14:00,0,UNRELIABLE,10/16/18 14:00,0,UNRELIABLE,10/16/18 14:00,0,UNRELIABLE,10/16/18 14:00,0,UNRELIABLE,10/16/18 14:00,0,UNRELIABLE,10/16/18 14:00,0,UNRELIABLE,10/16/18 14:00,0,UNRELIABLE,
10/16/18 14:15,0,OK,10/16/18 14:15,2365442,OK,10/16/18 14:15,10732737,OK,10/16/18 14:15,4.699999809,OK,10/16/18 14:15,20587,OK,10/16/18 14:15,5.210000038,OK,10/16/18 14:15,65.78999329,OK,10/16/18 14:15,151876,OK,10/16/18 14:15,0,UNRELIABLE,10/16/18 14:15,0,UNRELIABLE,10/16/18 14:15,0,UNRELIABLE,10/16/18 14:15,0,UNRELIABLE,10/16/18 14:15,0,UNRELIABLE,10/16/18 14:15,0,UNRELIABLE,10/16/18 14:15,0,UNRELIABLE,
10/16/18 14:30,0,OK,10/16/18 14:30,2365463,OK,10/16/18 14:30,10732791,OK,10/16/18 14:30,4.690000057,OK,10/16/18 14:30,20587,OK,10/16/18 14:30,4.950000286,OK,10/16/18 14:30,66.80000305,OK,10/16/18 14:30,151876,OK,10/16/18 14:30,0,UNRELIABLE,10/16/18 14:30,0,UNRELIABLE,10/16/18 14:30,0,UNRELIABLE,10/16/18 14:30,0,UNRELIABLE,10/16/18 14:30,0,UNRELIABLE,10/16/18 14:30,0,UNRELIABLE,10/16/18 14:30,0,UNRELIABLE,
10/16/18 14:45,0,OK,10/16/18 14:45,2365483,OK,10/16/18 14:45,10732842,OK,10/16/18 14:45,4.710000038,OK,10/16/18 14:45,20587,OK,10/16/18 14:45,5.119999886,OK,10/16/18 14:45,67.16999817,OK,10/16/18 14:45,151877,OK,10/16/18 14:45,0,UNRELIABLE,10/16/18 14:45,0,UNRELIABLE,10/16/18 14:45,0,UNRELIABLE,10/16/18 14:45,0,UNRELIABLE,10/16/18 14:45,0,UNRELIABLE,10/16/18 14:45,0,UNRELIABLE,10/16/18 14:45,0,UNRELIABLE,
10/16/18 15:00,0,OK,10/16/18 15:00,2365502,OK,10/16/18 15:00,10732893,OK,10/16/18 15:00,4.679999828,OK,10/16/18 15:00,20587,OK,10/16/18 15:00,5.03000021,OK,10/16/18 15:00,67.81999969,OK,10/16/18 15:00,151877,OK,10/16/18 15:00,0,UNRELIABLE,10/16/18 15:00,0,UNRELIABLE,10/16/18 15:00,0,UNRELIABLE,10/16/18 15:00,0,UNRELIABLE,10/16/18 15:00,0,UNRELIABLE,10/16/18 15:00,0,UNRELIABLE,10/16/18 15:00,0,UNRELIABLE,
10/16/18 15:15,0,OK,10/16/18 15:15,2365520,OK,10/16/18 15:15,10732943,OK,10/16/18 15:15,4.679999828,OK,10/16/18 15:15,20588,OK,10/16/18 15:15,5.199999809,OK,10/16/18 15:15,67.30000305,OK,10/16/18 15:15,151878,OK,10/16/18 15:15,0,UNRELIABLE,10/16/18 15:15,0,UNRELIABLE,10/16/18 15:15,0,UNRELIABLE,10/16/18 15:15,0,UNRELIABLE,10/16/18 15:15,0,UNRELIABLE,10/16/18 15:15,0,UNRELIABLE,10/16/18 15:15,0,UNRELIABLE,
10/16/18 15:30,0,OK,10/16/18 15:30,2365539,OK,10/16/18 15:30,10732997,OK,10/16/18 15:30,4.690000057,OK,10/16/18 15:30,20588,OK,10/16/18 15:30,5.269999981,OK,10/16/18 15:30,65.95999908,OK,10/16/18 15:30,151878,OK,10/16/18 15:30,0,UNRELIABLE,10/16/18 15:30,0,UNRELIABLE,10/16/18 15:30,0,UNRELIABLE,10/16/18 15:30,0,UNRELIABLE,10/16/18 15:30,0,UNRELIABLE,10/16/18 15:30,0,UNRELIABLE,10/16/18 15:30,0,UNRELIABLE,
10/16/18 15:45,0,OK,10/16/18 15:45,2365557,OK,10/16/18 15:45,10733051,OK,10/16/18 15:45,4.710000038,OK,10/16/18 15:45,20588,OK,10/16/18 15:45,5.010000229,OK,10/16/18 15:45,64.44000244,OK,10/16/18 15:45,151878,OK,10/16/18 15:45,0,UNRELIABLE,10/16/18 15:45,0,UNRELIABLE,10/16/18 15:45,0,UNRELIABLE,10/16/18 15:45,0,UNRELIABLE,10/16/18 15:45,0,UNRELIABLE,10/16/18 15:45,0,UNRELIABLE,10/16/18 15:45,0,UNRELIABLE,
10/16/18 16:00,0,OK,10/16/18 16:00,2365576,OK,10/16/18 16:00,10733106,OK,10/16/18 16:00,4.699999809,OK,10/16/18 16:00,20588,OK,10/16/18 16:00,5.320000172,OK,10/16/18 16:00,63.25,OK,10/16/18 16:00,151879,OK,10/16/18 16:00,0,UNRELIABLE,10/16/18 16:00,0,UNRELIABLE,10/16/18 16:00,0,UNRELIABLE,10/16/18 16:00,0,UNRELIABLE,10/16/18 16:00,0,UNRELIABLE,10/16/18 16:00,0,UNRELIABLE,10/16/18 16:00,0,UNRELIABLE,
10/16/18 16:15,0,OK,10/16/18 16:15,2365595,OK,10/16/18 16:15,10733160,OK,10/16/18 16:15,4.659999847,OK,10/16/18 16:15,20588,OK,10/16/18 16:15,5.010000229,OK,10/16/18 16:15,62.56999969,OK,10/16/18 16:15,151879,OK,10/16/18 16:15,0,UNRELIABLE,10/16/18 16:15,0,UNRELIABLE,10/16/18 16:15,0,UNRELIABLE,10/16/18 16:15,0,UNRELIABLE,10/16/18 16:15,0,UNRELIABLE,10/16/18 16:15,0,UNRELIABLE,10/16/18 16:15,0,UNRELIABLE,
10/16/18 16:30,0,OK,10/16/18 16:30,2365613,OK,10/16/18 16:30,10733214,OK,10/16/18 16:30,4.699999809,OK,10/16/18 16:30,20588,OK,10/16/18 16:30,5.269999981,OK,10/16/18 16:30,61.72999954,OK,10/16/18 16:30,151879,OK,10/16/18 16:30,0,UNRELIABLE,10/16/18 16:30,0,UNRELIABLE,10/16/18 16:30,0,UNRELIABLE,10/16/18 16:30,0,UNRELIABLE,10/16/18 16:30,0,UNRELIABLE,10/16/18 16:30,0,UNRELIABLE,10/16/18 16:30,0,UNRELIABLE,
10/16/18 16:45,0,OK,10/16/18 16:45,2365632,OK,10/16/18 16:45,10733268,OK,10/16/18 16:45,4.710000038,OK,10/16/18 16:45,20588,OK,10/16/18 16:45,5,OK,10/16/18 16:45,60.90000153,OK,10/16/18 16:45,151880,OK,10/16/18 16:45,0,UNRELIABLE,10/16/18 16:45,0,UNRELIABLE,10/16/18 16:45,0,UNRELIABLE,10/16/18 16:45,0,UNRELIABLE,10/16/18 16:45,0,UNRELIABLE,10/16/18 16:45,0,UNRELIABLE,10/16/18 16:45,0,UNRELIABLE,
10/16/18 17:00,0,OK,10/16/18 17:00,2365651,OK,10/16/18 17:00,10733322,OK,10/16/18 17:00,4.650000095,OK,10/16/18 17:00,20588,OK,10/16/18 17:00,5.179999828,OK,10/16/18 17:00,60.22999954,OK,10/16/18 17:00,151880,OK,10/16/18 17:00,0,UNRELIABLE,10/16/18 17:00,0,UNRELIABLE,10/16/18 17:00,0,UNRELIABLE,10/16/18 17:00,0,UNRELIABLE,10/16/18 17:00,0,UNRELIABLE,10/16/18 17:00,0,UNRELIABLE,10/16/18 17:00,0,UNRELIABLE,
10/16/18 17:15,0,OK,10/16/18 17:15,2365669,OK,10/16/18 17:15,10733375,OK,10/16/18 17:15,4.710000038,OK,10/16/18 17:15,20588,OK,10/16/18 17:15,5.259999752,OK,10/16/18 17:15,59.56999969,OK,10/16/18 17:15,151880,OK,10/16/18 17:15,0,UNRELIABLE,10/16/18 17:15,0,UNRELIABLE,10/16/18 17:15,0,UNRELIABLE,10/16/18 17:15,0,UNRELIABLE,10/16/18 17:15,0,UNRELIABLE,10/16/18 17:15,0,UNRELIABLE,10/16/18 17:15,0,UNRELIABLE,
10/16/18 17:30,0,OK,10/16/18 17:30,2365687,OK,10/16/18 17:30,10733428,OK,10/16/18 17:30,4.659999847,OK,10/16/18 17:30,20588,OK,10/16/18 17:30,5.179999828,OK,10/16/18 17:30,58.90000153,OK,10/16/18 17:30,151880,OK,10/16/18 17:30,0,UNRELIABLE,10/16/18 17:30,0,UNRELIABLE,10/16/18 17:30,0,UNRELIABLE,10/16/18 17:30,0,UNRELIABLE,10/16/18 17:30,0,UNRELIABLE,10/16/18 17:30,0,UNRELIABLE,10/16/18 17:30,0,UNRELIABLE,
10/16/18 17:45,0,OK,10/16/18 17:45,2365704,OK,10/16/18 17:45,10733480,OK,10/16/18 17:45,4.679999828,OK,10/16/18 17:45,20588,OK,10/16/18 17:45,5.259999752,OK,10/16/18 17:45,58.25,OK,10/16/18 17:45,151880,OK,10/16/18 17:45,0,UNRELIABLE,10/16/18 17:45,0,UNRELIABLE,10/16/18 17:45,0,UNRELIABLE,10/16/18 17:45,0,UNRELIABLE,10/16/18 17:45,0,UNRELIABLE,10/16/18 17:45,0,UNRELIABLE,10/16/18 17:45,0,UNRELIABLE,
10/16/18 18:00,0,OK,10/16/18 18:00,2365717,OK,10/16/18 18:00,10733534,OK,10/16/18 18:00,4.659999847,OK,10/16/18 18:00,20588,OK,10/16/18 18:00,4.910000324,OK,10/16/18 18:00,57.43000031,OK,10/16/18 18:00,151881,OK,10/16/18 18:00,0,UNRELIABLE,10/16/18 18:00,0,UNRELIABLE,10/16/18 18:00,0,UNRELIABLE,10/16/18 18:00,0,UNRELIABLE,10/16/18 18:00,0,UNRELIABLE,10/16/18 18:00,0,UNRELIABLE,10/16/18 18:00,0,UNRELIABLE,
10/16/18 18:15,0,OK,10/16/18 18:15,2365729,OK,10/16/18 18:15,10733587,OK,10/16/18 18:15,4.71999979,OK,10/16/18 18:15,20588,OK,10/16/18 18:15,5.170000076,OK,10/16/18 18:15,56.77000046,OK,10/16/18 18:15,151881,OK,10/16/18 18:15,0,UNRELIABLE,10/16/18 18:15,0,UNRELIABLE,10/16/18 18:15,0,UNRELIABLE,10/16/18 18:15,0,UNRELIABLE,10/16/18 18:15,0,UNRELIABLE,10/16/18 18:15,0,UNRELIABLE,10/16/18 18:15,0,UNRELIABLE,
10/16/18 18:30,0,OK,10/16/18 18:30,2365742,OK,10/16/18 18:30,10733640,OK,10/16/18 18:30,4.630000114,OK,10/16/18 18:30,20588,OK,10/16/18 18:30,4.950000286,OK,10/16/18 18:30,56.26000214,OK,10/16/18 18:30,151881,OK,10/16/18 18:30,0,UNRELIABLE,10/16/18 18:30,0,UNRELIABLE,10/16/18 18:30,0,UNRELIABLE,10/16/18 18:30,0,UNRELIABLE,10/16/18 18:30,0,UNRELIABLE,10/16/18 18:30,0,UNRELIABLE,10/16/18 18:30,0,UNRELIABLE,
10/16/18 18:45,0,OK,10/16/18 18:45,2365754,OK,10/16/18 18:45,10733696,OK,10/16/18 18:45,4.630000114,OK,10/16/18 18:45,20588,OK,10/16/18 18:45,5.159999847,OK,10/16/18 18:45,55.48000336,OK,10/16/18 18:45,151881,OK,10/16/18 18:45,0,UNRELIABLE,10/16/18 18:45,0,UNRELIABLE,10/16/18 18:45,0,UNRELIABLE,10/16/18 18:45,0,UNRELIABLE,10/16/18 18:45,0,UNRELIABLE,10/16/18 18:45,0,UNRELIABLE,10/16/18 18:45,0,UNRELIABLE,
10/16/18 19:00,0,OK,10/16/18 19:00,2365766,OK,10/16/18 19:00,10733752,OK,10/16/18 19:00,4.830000401,OK,10/16/18 19:00,20588,OK,10/16/18 19:00,4.990000248,OK,10/16/18 19:00,54.81999969,OK,10/16/18 19:00,151881,OK,10/16/18 19:00,0,UNRELIABLE,10/16/18 19:00,0,UNRELIABLE,10/16/18 19:00,0,UNRELIABLE,10/16/18 19:00,0,UNRELIABLE,10/16/18 19:00,0,UNRELIABLE,10/16/18 19:00,0,UNRELIABLE,10/16/18 19:00,0,UNRELIABLE,
10/16/18 19:15,0,OK,10/16/18 19:15,2365779,OK,10/16/18 19:15,10733810,OK,10/16/18 19:15,4.510000229,OK,10/16/18 19:15,20588,OK,10/16/18 19:15,5.239999771,OK,10/16/18 19:15,54.32999802,OK,10/16/18 19:15,151881,OK,10/16/18 19:15,0,UNRELIABLE,10/16/18 19:15,0,UNRELIABLE,10/16/18 19:15,0,UNRELIABLE,10/16/18 19:15,0,UNRELIABLE,10/16/18 19:15,0,UNRELIABLE,10/16/18 19:15,0,UNRELIABLE,10/16/18 19:15,0,UNRELIABLE,
10/16/18 19:30,0,OK,10/16/18 19:30,2365792,OK,10/16/18 19:30,10733868,OK,10/16/18 19:30,4.769999981,OK,10/16/18 19:30,20588,OK,10/16/18 19:30,5.25,OK,10/16/18 19:30,55.62999725,OK,10/16/18 19:30,151883,OK,10/16/18 19:30,0,UNRELIABLE,10/16/18 19:30,0,UNRELIABLE,10/16/18 19:30,0,UNRELIABLE,10/16/18 19:30,0,UNRELIABLE,10/16/18 19:30,0,UNRELIABLE,10/16/18 19:30,0,UNRELIABLE,10/16/18 19:30,0,UNRELIABLE,
