OSU_RTS.MDBUS_C1.005_CDT Time [SNAP],OSU_RTS.MDBUS_C1.005_CDT Value [SNAP],OSU_RTS.MDBUS_C1.005_CDT Status [SNAP],OSU_RTS.MDBUS_C1.005_CHF Time [SNAP],OSU_RTS.MDBUS_C1.005_CHF Value [SNAP],OSU_RTS.MDBUS_C1.005_CHF Status [SNAP],OSU_RTS.MDBUS_C1.005_CHT Time [SNAP],OSU_RTS.MDBUS_C1.005_CHT Value [SNAP],OSU_RTS.MDBUS_C1.005_CHT Status [SNAP],OSU_RTS.MDBUS_C1.005_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.005_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.005_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.005_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.005_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.005_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.005_CVF Time [SNAP],OSU_RTS.MDBUS_C1.005_CVF Value [SNAP],OSU_RTS.MDBUS_C1.005_CVF Status [SNAP],OSU_RTS.MDBUS_C1.005_HF Time [SNAP],OSU_RTS.MDBUS_C1.005_HF Value [SNAP],OSU_RTS.MDBUS_C1.005_HF Status [SNAP],OSU_RTS.MDBUS_C1.005_HGT Time [SNAP],OSU_RTS.MDBUS_C1.005_HGT Value [SNAP],OSU_RTS.MDBUS_C1.005_HGT Status [SNAP],OSU_RTS.MDBUS_CC.005_MHT Time [SNAP],OSU_RTS.MDBUS_CC.005_MHT Value [SNAP],OSU_RTS.MDBUS_CC.005_MHT Status [SNAP],OSU_RTS.MDBUS_CC.005_PHT Time [SNAP],OSU_RTS.MDBUS_CC.005_PHT Value [SNAP],OSU_RTS.MDBUS_CC.005_PHT Status [SNAP],OSU_RTS.MDBUS_E3.005_E01 Time [SNAP],OSU_RTS.MDBUS_E3.005_E01 Value [SNAP],OSU_RTS.MDBUS_E3.005_E01 Status [SNAP],OSU_RTS.MDBUS_E3.005_E02 Time [SNAP],OSU_RTS.MDBUS_E3.005_E02 Value [SNAP],OSU_RTS.MDBUS_E3.005_E02 Status [SNAP],OSU_RTS.MDBUS_RT.005S_C Time [SNAP],OSU_RTS.MDBUS_RT.005S_C Value [SNAP],OSU_RTS.MDBUS_RT.005S_C Status [SNAP],OSU_RTS.MDBUS_RT.005S_DP Time [SNAP],OSU_RTS.MDBUS_RT.005S_DP Value [SNAP],OSU_RTS.MDBUS_RT.005S_DP Status [SNAP],OSU_RTS.MDBUS_RT.005S_HF Time [SNAP],OSU_RTS.MDBUS_RT.005S_HF Value [SNAP],OSU_RTS.MDBUS_RT.005S_HF Status [SNAP],OSU_RTS.MDBUS_RT.005S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.005S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.005S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.005S_I Time [SNAP],OSU_RTS.MDBUS_RT.005S_I Value [SNAP],OSU_RTS.MDBUS_RT.005S_I Status [SNAP],OSU_RTS.MDBUS_RT.005S_P Time [SNAP],OSU_RTS.MDBUS_RT.005S_P Value [SNAP],OSU_RTS.MDBUS_RT.005S_P Status [SNAP],OSU_RTS.MDBUS_RT.005S_T Time [SNAP],OSU_RTS.MDBUS_RT.005S_T Value [SNAP],OSU_RTS.MDBUS_RT.005S_T Status [SNAP],Comments
10/16/18 23:30,3.487697124,OK,10/16/18 23:30,127.0024185,OK,10/16/18 23:30,5972181.5,OK,10/16/18 23:30,49.18667603,OK,10/16/18 23:30,45.69898224,OK,10/16/18 23:30,866.3714938,OK,10/16/18 23:30,1519.006073,OK,10/16/18 23:30,71666178,OK,,,,,,,10/16/18 23:30,1063329,OK,10/16/18 23:30,151449,OK,10/16/18 23:30,35547.40625,OK,10/16/18 23:30,30.78556061,OK,10/16/18 23:30,963.8197021,OK,10/16/18 23:30,43806824,OK,10/16/18 23:30,0.804580444,OK,10/16/18 23:30,179.8166046,OK,10/16/18 23:30,368.2741699,OK,
10/16/18 23:45,3.076776981,OK,10/16/18 23:45,111.38694,OK,10/16/18 23:45,5972210.5,OK,10/16/18 23:45,48.54644012,OK,10/16/18 23:45,45.46966171,OK,10/16/18 23:45,867.5689135,OK,10/16/18 23:45,1337.829437,OK,10/16/18 23:45,71666526,OK,,,,,,,10/16/18 23:45,1063378,OK,10/16/18 23:45,151457,OK,10/16/18 23:45,35547.58984,OK,10/16/18 23:45,30.44020081,OK,10/16/18 23:45,948.8626709,OK,10/16/18 23:45,43807040,OK,10/16/18 23:45,0.792134766,OK,10/16/18 23:45,178.9472198,OK,10/16/18 23:45,368.2813721,OK,
10/17/18 0:00,3.330823898,OK,10/17/18 0:00,119.815918,OK,10/17/18 0:00,5972240.5,OK,10/17/18 0:00,49.00440216,OK,10/17/18 0:00,45.67357635,OK,10/17/18 0:00,862.0490766,OK,10/17/18 0:00,1439.631775,OK,10/17/18 0:00,71666886,OK,,,,,,,10/17/18 0:00,1063428,OK,10/17/18 0:00,151464,OK,10/17/18 0:00,35547.77734,OK,10/17/18 0:00,29.07193375,OK,10/17/18 0:00,901.6363525,OK,10/17/18 0:00,43807268,OK,10/17/18 0:00,0.752655945,OK,10/17/18 0:00,180.1521454,OK,10/17/18 0:00,368.5317078,OK,
10/17/18 0:15,3.442226887,OK,10/17/18 0:15,124.2542191,OK,10/17/18 0:15,5972270,OK,10/17/18 0:15,49.44946671,OK,10/17/18 0:15,46.0072403,OK,10/17/18 0:15,862.5403624,OK,10/17/18 0:15,1489.519592,OK,10/17/18 0:15,71667240,OK,,,,,,,10/17/18 0:15,1063477,OK,10/17/18 0:15,151471,OK,10/17/18 0:15,35547.96094,OK,10/17/18 0:15,32.5072937,OK,10/17/18 0:15,1027.687622,OK,10/17/18 0:15,43807488,OK,10/17/18 0:15,0.857902832,OK,10/17/18 0:15,179.6855469,OK,10/17/18 0:15,368.609314,OK,
10/17/18 0:30,3.296976328,OK,10/17/18 0:30,118.7894974,OK,10/17/18 0:30,5972301,OK,10/17/18 0:30,48.9038353,OK,10/17/18 0:30,45.6068573,OK,10/17/18 0:30,862.7597028,OK,10/17/18 0:30,1425.891174,OK,10/17/18 0:30,71667612,OK,,,,,,,10/17/18 0:30,1063526,OK,10/17/18 0:30,151478,OK,10/17/18 0:30,35548.13672,OK,10/17/18 0:30,31.31220627,OK,10/17/18 0:30,977.975708,OK,10/17/18 0:30,43807700,OK,10/17/18 0:30,0.816503662,OK,10/17/18 0:30,177.5940094,OK,10/17/18 0:30,368.3576965,OK,
10/17/18 0:45,3.28632164,OK,10/17/18 0:45,118.258606,OK,10/17/18 0:45,5972330.5,OK,10/17/18 0:45,48.85983276,OK,10/17/18 0:45,45.57350922,OK,10/17/18 0:45,861.0366865,OK,10/17/18 0:45,1419.698547,OK,10/17/18 0:45,71667966,OK,,,,,,,10/17/18 0:45,1063576,OK,10/17/18 0:45,151484,OK,10/17/18 0:45,35548.32031,OK,10/17/18 0:45,26.83958817,OK,10/17/18 0:45,815.272522,OK,10/17/18 0:45,43807920,OK,10/17/18 0:45,0.680603149,OK,10/17/18 0:45,179.1270905,OK,10/17/18 0:45,368.2528687,OK,
10/17/18 1:00,3.255089283,OK,10/17/18 1:00,117.067627,OK,10/17/18 1:00,5972359.5,OK,10/17/18 1:00,48.91636276,OK,10/17/18 1:00,45.66127396,OK,10/17/18 1:00,860.6079019,OK,10/17/18 1:00,1406.467163,OK,10/17/18 1:00,71668320,OK,,,,,,,10/17/18 1:00,1063625,OK,10/17/18 1:00,151491,OK,10/17/18 1:00,35548.51172,OK,10/17/18 1:00,31.80196762,OK,10/17/18 1:00,997.9405518,OK,10/17/18 1:00,43808148,OK,10/17/18 1:00,0.833169617,OK,10/17/18 1:00,177.6461029,OK,10/17/18 1:00,368.6043701,OK,
10/17/18 1:15,3.230683804,OK,10/17/18 1:15,116.3763962,OK,10/17/18 1:15,5972389,OK,10/17/18 1:15,48.92735291,OK,10/17/18 1:15,45.69667053,OK,10/17/18 1:15,860.7118102,OK,10/17/18 1:15,1394.890869,OK,10/17/18 1:15,71668668,OK,,,,,,,10/17/18 1:15,1063674,OK,10/17/18 1:15,151497,OK,10/17/18 1:15,35548.68359,OK,10/17/18 1:15,29.29931641,OK,10/17/18 1:15,904.1049805,OK,10/17/18 1:15,43808352,OK,10/17/18 1:15,0.75481488,OK,10/17/18 1:15,177.9291534,OK,10/17/18 1:15,368.2426453,OK,
10/17/18 1:30,3.227258444,OK,10/17/18 1:30,115.7639847,OK,10/17/18 1:30,5972418,OK,10/17/18 1:30,48.88679504,OK,10/17/18 1:30,45.65953827,OK,10/17/18 1:30,860.249301,OK,10/17/18 1:30,1390.208954,OK,10/17/18 1:30,71669016,OK,,,,,,,10/17/18 1:30,1063723,OK,10/17/18 1:30,151504,OK,10/17/18 1:30,35548.87891,OK,10/17/18 1:30,25.89618111,OK,10/17/18 1:30,782.3984375,OK,10/17/18 1:30,43808584,OK,10/17/18 1:30,0.653142883,OK,10/17/18 1:30,179.5580292,OK,10/17/18 1:30,368.3918457,OK,
10/17/18 1:45,3.233487606,OK,10/17/18 1:45,114.895668,OK,10/17/18 1:45,5972447.5,OK,10/17/18 1:45,48.93269348,OK,10/17/18 1:45,45.69920731,OK,10/17/18 1:45,853.3841897,OK,10/17/18 1:45,1382.476044,OK,10/17/18 1:45,71669370,OK,,,,,,,10/17/18 1:45,1063773,OK,10/17/18 1:45,151510,OK,10/17/18 1:45,35549.0625,OK,10/17/18 1:45,29.92403793,OK,10/17/18 1:45,926.8256226,OK,10/17/18 1:45,43808808,OK,10/17/18 1:45,0.77379303,OK,10/17/18 1:45,177.7228546,OK,10/17/18 1:45,368.4546509,OK,
10/17/18 2:00,4.183348656,OK,10/17/18 2:00,148.1491089,OK,10/17/18 2:00,5972476.5,OK,10/17/18 2:00,50.51076889,OK,10/17/18 2:00,46.3274231,OK,10/17/18 2:00,839.3764226,OK,10/17/18 2:00,1771.184509,OK,10/17/18 2:00,71669718,OK,,,,,,,10/17/18 2:00,1063821,OK,10/17/18 2:00,151515,OK,10/17/18 2:00,35549.24609,OK,10/17/18 2:00,26.60499573,OK,10/17/18 2:00,806.4030762,OK,10/17/18 2:00,43809024,OK,10/17/18 2:00,0.673202759,OK,10/17/18 2:00,179.0251465,OK,10/17/18 2:00,368.3804932,OK,
10/17/18 2:15,6.980269432,OK,10/17/18 2:15,244.6916046,OK,10/17/18 2:15,5972505,OK,10/17/18 2:15,52.5438118,OK,10/17/18 2:15,45.56354141,OK,10/17/18 2:15,829.3406099,OK,10/17/18 2:15,2918.979126,OK,10/17/18 2:15,71670060,OK,,,,,,,10/17/18 2:15,1063870,OK,10/17/18 2:15,151521,OK,10/17/18 2:15,35549.43359,OK,10/17/18 2:15,24.81175423,OK,10/17/18 2:15,746.7641602,OK,10/17/18 2:15,43809256,OK,10/17/18 2:15,0.623351624,OK,10/17/18 2:15,180.7628937,OK,10/17/18 2:15,368.5591125,OK,
10/17/18 2:30,6.843791962,OK,10/17/18 2:30,238.7835693,OK,10/17/18 2:30,5972534.5,OK,10/17/18 2:30,52.50641251,OK,10/17/18 2:30,45.66262054,OK,10/17/18 2:30,829.391262,OK,10/17/18 2:30,2857.671021,OK,10/17/18 2:30,71670414,OK,,,,,,,10/17/18 2:30,1063920,OK,10/17/18 2:30,151527,OK,10/17/18 2:30,35549.62109,OK,10/17/18 2:30,29.12138748,OK,10/17/18 2:30,897.1661377,OK,10/17/18 2:30,43809476,OK,10/17/18 2:30,0.748983459,OK,10/17/18 2:30,178.8274078,OK,10/17/18 2:30,368.4160767,OK,
10/17/18 2:45,7.008284092,OK,10/17/18 2:45,245.188324,OK,10/17/18 2:45,5972562.5,OK,10/17/18 2:45,52.30500793,OK,10/17/18 2:45,45.29672241,OK,10/17/18 2:45,833.029616,OK,10/17/18 2:45,2943.329773,OK,10/17/18 2:45,71670750,OK,,,,,,,10/17/18 2:45,1063970,OK,10/17/18 2:45,151533,OK,10/17/18 2:45,35549.79688,OK,10/17/18 2:45,29.72096252,OK,10/17/18 2:45,921.4046631,OK,10/17/18 2:45,43809684,OK,10/17/18 2:45,0.769229736,OK,10/17/18 2:45,178.5460968,OK,10/17/18 2:45,368.3420105,OK,
10/17/18 3:00,6.953527451,OK,10/17/18 3:00,243.7668152,OK,10/17/18 3:00,5972590,OK,10/17/18 3:00,51.42377472,OK,10/17/18 3:00,44.47024918,OK,10/17/18 3:00,846.688548,OK,10/17/18 3:00,2943.972107,OK,10/17/18 3:00,71671086,OK,,,,,,,10/17/18 3:00,1064019,OK,10/17/18 3:00,151539,OK,10/17/18 3:00,35549.99219,OK,10/17/18 3:00,27.97379684,OK,10/17/18 3:00,859.3811035,OK,10/17/18 3:00,43809920,OK,10/17/18 3:00,0.717389771,OK,10/17/18 3:00,179.9849701,OK,10/17/18 3:00,368.5614319,OK,
10/17/18 3:15,2.739004612,OK,10/17/18 3:15,93.98428345,OK,10/17/18 3:15,5972618,OK,10/17/18 3:15,47.53538513,OK,10/17/18 3:15,44.7963829,OK,10/17/18 3:15,878.3370976,OK,10/17/18 3:15,1154.15094,OK,10/17/18 3:15,71671416,OK,,,,,,,10/17/18 3:15,1064067,OK,10/17/18 3:15,151545,OK,10/17/18 3:15,35550.16797,OK,10/17/18 3:15,30.52095413,OK,10/17/18 3:15,950.8140259,OK,10/17/18 3:15,43810132,OK,10/17/18 3:15,0.793784607,OK,10/17/18 3:15,178.4990387,OK,10/17/18 3:15,368.4916992,OK,
10/17/18 3:30,0.206163079,OK,10/17/18 3:30,8.997315407,OK,10/17/18 3:30,5972648,OK,10/17/18 3:30,46.18309784,OK,10/17/18 3:30,45.97693634,OK,10/17/18 3:30,876.2215605,OK,10/17/18 3:30,97.80210114,OK,10/17/18 3:30,71671776,OK,,,,,,,10/17/18 3:30,1064117,OK,10/17/18 3:30,151550,OK,10/17/18 3:30,35550.35938,OK,10/17/18 3:30,28.61927795,OK,10/17/18 3:30,880.6121826,OK,10/17/18 3:30,43810360,OK,10/17/18 3:30,0.735166931,OK,10/17/18 3:30,178.703186,OK,10/17/18 3:30,368.6066589,OK,
10/17/18 3:45,1.879722238,OK,10/17/18 3:45,71.01344299,OK,10/17/18 3:45,5972678,OK,10/17/18 3:45,48.34536362,OK,10/17/18 3:45,46.46564102,OK,10/17/18 3:45,852.3759013,OK,10/17/18 3:45,822.9786987,OK,10/17/18 3:45,71672136,OK,,,,,,,10/17/18 3:45,1064166,OK,10/17/18 3:45,151556,OK,10/17/18 3:45,35550.54688,OK,10/17/18 3:45,31.3037796,OK,10/17/18 3:45,983.2300415,OK,10/17/18 3:45,43810584,OK,10/17/18 3:45,0.820782959,OK,10/17/18 3:45,179.8343658,OK,10/17/18 3:45,368.7661743,OK,
10/17/18 4:00,4.424639702,OK,10/17/18 4:00,155.9969177,OK,10/17/18 4:00,5972706,OK,10/17/18 4:00,50.98829651,OK,10/17/18 4:00,46.56365967,OK,10/17/18 4:00,833.3219395,OK,10/17/18 4:00,1866.510864,OK,10/17/18 4:00,71672472,OK,,,,,,,10/17/18 4:00,1064214,OK,10/17/18 4:00,151562,OK,10/17/18 4:00,35550.73828,OK,10/17/18 4:00,29.82728577,OK,10/17/18 4:00,925.8353882,OK,10/17/18 4:00,43810812,OK,10/17/18 4:00,0.772916382,OK,10/17/18 4:00,178.8276215,OK,10/17/18 4:00,368.815979,OK,
10/17/18 4:15,6.862394333,OK,10/17/18 4:15,240.3712006,OK,10/17/18 4:15,5972733.5,OK,10/17/18 4:15,52.42184448,OK,10/17/18 4:15,45.55944824,OK,10/17/18 4:15,833.9379675,OK,10/17/18 4:15,2877.863892,OK,10/17/18 4:15,71672802,OK,,,,,,,10/17/18 4:15,1064264,OK,10/17/18 4:15,151568,OK,10/17/18 4:15,35550.91797,OK,10/17/18 4:15,31.352108,OK,10/17/18 4:15,982.4520874,OK,10/17/18 4:15,43811032,OK,10/17/18 4:15,0.82018335,OK,10/17/18 4:15,178.7953644,OK,10/17/18 4:15,368.7587891,OK,
10/17/18 4:30,7.702539444,OK,10/17/18 4:30,268.7835999,OK,10/17/18 4:30,5972762,OK,10/17/18 4:30,52.45365143,OK,10/17/18 4:30,44.75110626,OK,10/17/18 4:30,832.3447065,OK,10/17/18 4:30,3223.834717,OK,10/17/18 4:30,71673144,OK,,,,,,,10/17/18 4:30,1064313,OK,10/17/18 4:30,151573,OK,10/17/18 4:30,35551.11719,OK,10/17/18 4:30,29.81925011,OK,10/17/18 4:30,925.5614624,OK,10/17/18 4:30,43811268,OK,10/17/18 4:30,0.772687439,OK,10/17/18 4:30,178.8321381,OK,10/17/18 4:30,368.9683838,OK,
10/17/18 4:45,7.670690536,OK,10/17/18 4:45,268.7400818,OK,10/17/18 4:45,5972791,OK,10/17/18 4:45,52.570961,OK,10/17/18 4:45,44.90026855,OK,10/17/18 4:45,839.6364539,OK,10/17/18 4:45,3223.423828,OK,10/17/18 4:45,71673492,OK,,,,,,,10/17/18 4:45,1064362,OK,10/17/18 4:45,151579,OK,10/17/18 4:45,35551.30078,OK,10/17/18 4:45,32.87180328,OK,10/17/18 4:45,1037.592407,OK,10/17/18 4:45,43811488,OK,10/17/18 4:45,0.866243164,OK,10/17/18 4:45,178.2656708,OK,10/17/18 4:45,369.0126343,OK,
10/17/18 5:00,4.42161417,OK,10/17/18 5:00,157.1021118,OK,10/17/18 5:00,5972817.5,OK,10/17/18 5:00,48.98424149,OK,10/17/18 5:00,44.5626297,OK,10/17/18 5:00,875.0870977,OK,10/17/18 5:00,1917.895752,OK,10/17/18 5:00,71673816,OK,,,,,,,10/17/18 5:00,1064410,OK,10/17/18 5:00,151584,OK,10/17/18 5:00,35551.48438,OK,10/17/18 5:00,28.07959557,OK,10/17/18 5:00,862.0778809,OK,10/17/18 5:00,43811708,OK,10/17/18 5:00,0.719665527,OK,10/17/18 5:00,179.4013214,OK,10/17/18 5:00,368.8114624,OK,
10/17/18 5:15,1.458999991,OK,10/17/18 5:15,50.25043106,OK,10/17/18 5:15,5972847,OK,10/17/18 5:15,45.88022232,OK,10/17/18 5:15,44.4212265,OK,10/17/18 5:15,901.9640025,OK,10/17/18 5:15,633.8175659,OK,10/17/18 5:15,71674164,OK,,,,,,,10/17/18 5:15,1064460,OK,10/17/18 5:15,151590,OK,10/17/18 5:15,35551.67969,OK,10/17/18 5:15,31.08980179,OK,10/17/18 5:15,969.1629028,OK,10/17/18 5:15,43811940,OK,10/17/18 5:15,0.809158386,OK,10/17/18 5:15,177.3299103,OK,10/17/18 5:15,369.0843506,OK,
10/17/18 5:30,1.78979516,OK,10/17/18 5:30,62.4324379,OK,10/17/18 5:30,5972876,OK,10/17/18 5:30,46.291996,OK,10/17/18 5:30,44.50220108,OK,10/17/18 5:30,902.6677926,OK,10/17/18 5:30,779.7279053,OK,10/17/18 5:30,71674512,OK,,,,,,,10/17/18 5:30,1064509,OK,10/17/18 5:30,151595,OK,10/17/18 5:30,35551.85938,OK,10/17/18 5:30,30.02553177,OK,10/17/18 5:30,933.4736328,OK,10/17/18 5:30,43812156,OK,10/17/18 5:30,0.779288025,OK,10/17/18 5:30,178.9368591,OK,10/17/18 5:30,368.908783,OK,
10/17/18 5:45,3.546639919,OK,10/17/18 5:45,126.9451599,OK,10/17/18 5:45,5972904.5,OK,10/17/18 5:45,48.05021667,OK,10/17/18 5:45,44.50357819,OK,10/17/18 5:45,896.4789318,OK,10/17/18 5:45,1546.830872,OK,10/17/18 5:45,71674854,OK,,,,,,,10/17/18 5:45,1064558,OK,10/17/18 5:45,151601,OK,10/17/18 5:45,35552.05859,OK,10/17/18 5:45,26.81410599,OK,10/17/18 5:45,815.9486084,OK,10/17/18 5:45,43812396,OK,10/17/18 5:45,0.681137512,OK,10/17/18 5:45,179.8817291,OK,10/17/18 5:45,369.1264343,OK,
10/17/18 6:00,1.877048731,OK,10/17/18 6:00,66.30719757,OK,10/17/18 6:00,5972933.5,OK,10/17/18 6:00,46.45862579,OK,10/17/18 6:00,44.58158112,OK,10/17/18 6:00,901.121082,OK,10/17/18 6:00,831.1056519,OK,10/17/18 6:00,71675202,OK,,,,,,,10/17/18 6:00,1064607,OK,10/17/18 6:00,151606,OK,10/17/18 6:00,35552.23828,OK,10/17/18 6:00,29.61261749,OK,10/17/18 6:00,920.8649292,OK,10/17/18 6:00,43812612,OK,10/17/18 6:00,0.768708984,OK,10/17/18 6:00,180.1183014,OK,10/17/18 6:00,369.0053101,OK,
10/17/18 6:15,-0.152513355,OK,10/17/18 6:15,0,OK,10/17/18 6:15,5972962.5,OK,10/17/18 6:15,45.01102829,OK,10/17/18 6:15,45.1635437,OK,10/17/18 6:15,879.7737149,OK,10/17/18 6:15,0,OK,10/17/18 6:15,71675550,OK,,,,,,,10/17/18 6:15,1064656,OK,10/17/18 6:15,151612,OK,10/17/18 6:15,35552.43359,OK,10/17/18 6:15,26.08141899,OK,10/17/18 6:15,787.7393799,OK,10/17/18 6:15,43812848,OK,10/17/18 6:15,0.657625854,OK,10/17/18 6:15,178.9236298,OK,10/17/18 6:15,369.1132813,OK,
10/17/18 6:30,-0.410729855,OK,10/17/18 6:30,0,OK,10/17/18 6:30,5972992,OK,10/17/18 6:30,45.4339447,OK,10/17/18 6:30,45.84467697,OK,10/17/18 6:30,902.5062008,OK,10/17/18 6:30,0,OK,10/17/18 6:30,71675904,OK,,,,,,,10/17/18 6:30,1064706,OK,10/17/18 6:30,151618,OK,10/17/18 6:30,35552.61719,OK,10/17/18 6:30,30.06866455,OK,10/17/18 6:30,934.673645,OK,10/17/18 6:30,43813064,OK,10/17/18 6:30,0.780298096,OK,10/17/18 6:30,178.7572021,OK,10/17/18 6:30,369.1022034,OK,
10/17/18 6:45,-0.494750679,OK,10/17/18 6:45,0,OK,10/17/18 6:45,5973021,OK,10/17/18 6:45,45.77367783,OK,10/17/18 6:45,46.26842499,OK,10/17/18 6:45,898.3665998,OK,10/17/18 6:45,0,OK,10/17/18 6:45,71676252,OK,,,,,,,10/17/18 6:45,1064754,OK,10/17/18 6:45,151623,OK,10/17/18 6:45,35552.8125,OK,10/17/18 6:45,25.87289047,OK,10/17/18 6:45,778.7463989,OK,10/17/18 6:45,43813296,OK,10/17/18 6:45,0.650141418,OK,10/17/18 6:45,178.3150024,OK,10/17/18 6:45,369.0674438,OK,
10/17/18 7:00,0.723763347,OK,10/17/18 7:00,30.57631874,OK,10/17/18 7:00,5973051,OK,10/17/18 7:00,47.21909714,OK,10/17/18 7:00,46.49533081,OK,10/17/18 7:00,890.7417077,OK,10/17/18 7:00,349.5336914,OK,10/17/18 7:00,71676612,OK,,,,,,,10/17/18 7:00,1064803,OK,10/17/18 7:00,151629,OK,10/17/18 7:00,35553,OK,10/17/18 7:00,28.48627472,OK,10/17/18 7:00,876.269165,OK,10/17/18 7:00,43813524,OK,10/17/18 7:00,0.731531494,OK,10/17/18 7:00,178.9545288,OK,10/17/18 7:00,369.1429443,OK,
10/17/18 7:15,0.982369602,OK,10/17/18 7:15,38.08169174,OK,10/17/18 7:15,5973080,OK,10/17/18 7:15,47.44890594,OK,10/17/18 7:15,46.46653748,OK,10/17/18 7:15,892.0673202,OK,10/17/18 7:15,440.4450531,OK,10/17/18 7:15,71676960,OK,,,,,,,10/17/18 7:15,1064852,OK,10/17/18 7:15,151636,OK,10/17/18 7:15,35553.19141,OK,10/17/18 7:15,30.44703674,OK,10/17/18 7:15,943.9486084,OK,10/17/18 7:15,43813756,OK,10/17/18 7:15,0.788134583,OK,10/17/18 7:15,176.7284393,OK,10/17/18 7:15,369.2444763,OK,
10/17/18 7:30,2.326638699,OK,10/17/18 7:30,84.7109375,OK,10/17/18 7:30,5973108.5,OK,10/17/18 7:30,49.02064514,OK,10/17/18 7:30,46.69400406,OK,10/17/18 7:30,849.9744861,OK,10/17/18 7:30,1009.768616,OK,10/17/18 7:30,71677302,OK,,,,,,,10/17/18 7:30,1064903,OK,10/17/18 7:30,151643,OK,10/17/18 7:30,35553.375,OK,10/17/18 7:30,30.96074104,OK,10/17/18 7:30,966.2277222,OK,10/17/18 7:30,43813972,OK,10/17/18 7:30,0.806671875,OK,10/17/18 7:30,178.0908203,OK,10/17/18 7:30,369.1485596,OK,
10/17/18 7:45,5.282261848,OK,10/17/18 7:45,190.8148804,OK,10/17/18 7:45,5973136.5,OK,10/17/18 7:45,51.48267365,OK,10/17/18 7:45,46.20041275,OK,10/17/18 7:45,859.9609489,OK,10/17/18 7:45,2280.707336,OK,10/17/18 7:45,71677638,OK,,,,,,,10/17/18 7:45,1064952,OK,10/17/18 7:45,151650,OK,10/17/18 7:45,35553.57422,OK,10/17/18 7:45,29.20675087,OK,10/17/18 7:45,905.1801147,OK,10/17/18 7:45,43814212,OK,10/17/18 7:45,0.75562677,OK,10/17/18 7:45,179.8677063,OK,10/17/18 7:45,369.3688965,OK,
10/17/18 8:00,3.218539953,OK,10/17/18 8:00,114.2230148,OK,10/17/18 8:00,5973163,OK,10/17/18 8:00,47.7248764,OK,10/17/18 8:00,44.50634003,OK,10/17/18 8:00,898.3089163,OK,10/17/18 8:00,1400.863037,OK,10/17/18 8:00,71677956,OK,,,,,,,10/17/18 8:00,1065001,OK,10/17/18 8:00,151658,OK,10/17/18 8:00,35553.76172,OK,10/17/18 8:00,32.88430786,OK,10/17/18 8:00,1035.078857,OK,10/17/18 8:00,43814436,OK,10/17/18 8:00,0.864197266,OK,10/17/18 8:00,177.205719,OK,10/17/18 8:00,369.4084167,OK,
10/17/18 8:15,0.350899369,OK,10/17/18 8:15,12.86031437,OK,10/17/18 8:15,5973193,OK,10/17/18 8:15,45.99320984,OK,10/17/18 8:15,45.6423111,OK,10/17/18 8:15,895.1293606,OK,10/17/18 8:15,152.866745,OK,10/17/18 8:15,71678316,OK,,,,,,,10/17/18 8:15,1065051,OK,10/17/18 8:15,151666,OK,10/17/18 8:15,35553.95703,OK,10/17/18 8:15,29.89664459,OK,10/17/18 8:15,927.8934937,OK,10/17/18 8:15,43814672,OK,10/17/18 8:15,0.774645813,OK,10/17/18 8:15,178.5772552,OK,10/17/18 8:15,369.4834595,OK,
10/17/18 8:30,2.507772684,OK,10/17/18 8:30,90.33667755,OK,10/17/18 8:30,5973220.5,OK,10/17/18 8:30,47.72351074,OK,10/17/18 8:30,45.21573639,OK,10/17/18 8:30,871.8074098,OK,10/17/18 8:30,1089.712372,OK,10/17/18 8:30,71678646,OK,,,,,,,10/17/18 8:30,1065100,OK,10/17/18 8:30,151674,OK,10/17/18 8:30,35554.14453,OK,10/17/18 8:30,32.85675812,OK,10/17/18 8:30,1038.152344,OK,10/17/18 8:30,43814896,OK,10/17/18 8:30,0.866689941,OK,10/17/18 8:30,178.6731415,OK,10/17/18 8:30,369.5410156,OK,
10/17/18 8:45,2.865826607,OK,10/17/18 8:45,102.6310959,OK,10/17/18 8:45,5973250.5,OK,10/17/18 8:45,48.74443817,OK,10/17/18 8:45,45.87861633,OK,10/17/18 8:45,851.4464557,OK,10/17/18 8:45,1231.524628,OK,10/17/18 8:45,71679006,OK,,,,,,,10/17/18 8:45,1065149,OK,10/17/18 8:45,151682,OK,10/17/18 8:45,35554.33594,OK,10/17/18 8:45,26.94143105,OK,10/17/18 8:45,825.4018555,OK,10/17/18 8:45,43815120,OK,10/17/18 8:45,0.688938904,OK,10/17/18 8:45,182.1184845,OK,10/17/18 8:45,369.4111938,OK,
