OSU_RTS.MDBUS_C1.053_CDT Time [SNAP],OSU_RTS.MDBUS_C1.053_CDT Value [SNAP],OSU_RTS.MDBUS_C1.053_CDT Status [SNAP],OSU_RTS.MDBUS_C1.053_CHF Time [SNAP],OSU_RTS.MDBUS_C1.053_CHF Value [SNAP],OSU_RTS.MDBUS_C1.053_CHF Status [SNAP],OSU_RTS.MDBUS_C1.053_CHT Time [SNAP],OSU_RTS.MDBUS_C1.053_CHT Value [SNAP],OSU_RTS.MDBUS_C1.053_CHT Status [SNAP],OSU_RTS.MDBUS_C1.053_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.053_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.053_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.053_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.053_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.053_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.053_CVF Time [SNAP],OSU_RTS.MDBUS_C1.053_CVF Value [SNAP],OSU_RTS.MDBUS_C1.053_CVF Status [SNAP],OSU_RTS.MDBUS_C1.053_HF Time [SNAP],OSU_RTS.MDBUS_C1.053_HF Value [SNAP],OSU_RTS.MDBUS_C1.053_HF Status [SNAP],OSU_RTS.MDBUS_C1.053_HGT Time [SNAP],OSU_RTS.MDBUS_C1.053_HGT Value [SNAP],OSU_RTS.MDBUS_C1.053_HGT Status [SNAP],OSU_RTS.MDBUS_E1.053E1 Time [SNAP],OSU_RTS.MDBUS_E1.053E1 Value [SNAP],OSU_RTS.MDBUS_E1.053E1 Status [SNAP],OSU_RTS.MDBUS_E1.053E1_L Time [SNAP],OSU_RTS.MDBUS_E1.053E1_L Value [SNAP],OSU_RTS.MDBUS_E1.053E1_L Status [SNAP],OSU_RTS.MDBUS_E1.053E2 Time [SNAP],OSU_RTS.MDBUS_E1.053E2 Value [SNAP],OSU_RTS.MDBUS_E1.053E2 Status [SNAP],OSU_RTS.MDBUS_E1.053E2C Time [SNAP],OSU_RTS.MDBUS_E1.053E2C Value [SNAP],OSU_RTS.MDBUS_E1.053E2C Status [SNAP],OSU_RTS.MDBUS_EC.053E1 Time [SNAP],OSU_RTS.MDBUS_EC.053E1 Value [SNAP],OSU_RTS.MDBUS_EC.053E1 Status [SNAP],OSU_RTS.MDBUS_EC.053E2 Time [SNAP],OSU_RTS.MDBUS_EC.053E2 Value [SNAP],OSU_RTS.MDBUS_EC.053E2 Status [SNAP],OSU_RTS.MDBUS_G1.053_GBV Time [SNAP],OSU_RTS.MDBUS_G1.053_GBV Value [SNAP],OSU_RTS.MDBUS_G1.053_GBV Status [SNAP],OSU_RTS.MDBUS_G1.053_GCV Time [SNAP],OSU_RTS.MDBUS_G1.053_GCV Value [SNAP],OSU_RTS.MDBUS_G1.053_GCV Status [SNAP],OSU_RTS.MDBUS_G1.053_GUV Time [SNAP],OSU_RTS.MDBUS_G1.053_GUV Value [SNAP],OSU_RTS.MDBUS_G1.053_GUV Status [SNAP],OSU_RTS.MDBUS_RT.053S_C Time [SNAP],OSU_RTS.MDBUS_RT.053S_C Value [SNAP],OSU_RTS.MDBUS_RT.053S_C Status [SNAP],OSU_RTS.MDBUS_RT.053S_HF Time [SNAP],OSU_RTS.MDBUS_RT.053S_HF Value [SNAP],OSU_RTS.MDBUS_RT.053S_HF Status [SNAP],OSU_RTS.MDBUS_RT.053S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.053S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.053S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.053S_I Time [SNAP],OSU_RTS.MDBUS_RT.053S_I Value [SNAP],OSU_RTS.MDBUS_RT.053S_I Status [SNAP],OSU_RTS.MDBUS_RT.053S_P Time [SNAP],OSU_RTS.MDBUS_RT.053S_P Value [SNAP],OSU_RTS.MDBUS_RT.053S_P Status [SNAP],OSU_RTS.MDBUS_RT.053S_T Time [SNAP],OSU_RTS.MDBUS_RT.053S_T Value [SNAP],OSU_RTS.MDBUS_RT.053S_T Status [SNAP],OSU_RTS.MDBUS_S1.053S_EC Time [SNAP],OSU_RTS.MDBUS_S1.053S_EC Value [SNAP],OSU_RTS.MDBUS_S1.053S_EC Status [SNAP],OSU_RTS.MDBUS_S1.053S_SSD Time [SNAP],OSU_RTS.MDBUS_S1.053S_SSD Value [SNAP],OSU_RTS.MDBUS_S1.053S_SSD Status [SNAP],OSU_RTS.MDBUS_S1.053S_SSU Time [SNAP],OSU_RTS.MDBUS_S1.053S_SSU Value [SNAP],OSU_RTS.MDBUS_S1.053S_SSU Status [SNAP],OSU_RTS.MDBUS_S1.053S_VEL Time [SNAP],OSU_RTS.MDBUS_S1.053S_VEL Value [SNAP],OSU_RTS.MDBUS_S1.053S_VEL Status [SNAP],Comments
10/17/18 22:30,1.980030894,OK,10/17/18 22:30,0,OK,10/17/18 22:30,285169.5313,OK,10/17/18 22:30,49.46863556,OK,10/17/18 22:30,47.48860168,OK,10/17/18 22:30,0,OK,10/17/18 22:30,0,OK,10/17/18 22:30,3422034.375,OK,10/17/18 22:30,325,UNRELIABLE,10/17/18 22:30,65,OK,,,,,,,10/17/18 22:30,2050767,OK,10/17/18 22:30,50176284,OK,10/17/18 22:30,5.860000134,OK,10/17/18 22:30,22,OK,10/17/18 22:30,22,OK,10/17/18 22:30,114868,OK,10/17/18 22:30,1788.583994,OK,10/17/18 22:30,122219552,OK,10/17/18 22:30,1.680999994,OK,10/17/18 22:30,175.131,OK,10/17/18 22:30,493.78,OK,10/17/18 22:30,0,OK,10/17/18 22:30,69,OK,10/17/18 22:30,69.1,OK,10/17/18 22:30,15.98,OK,
10/17/18 22:45,1.475249052,OK,10/17/18 22:45,0,OK,10/17/18 22:45,285169.5313,OK,10/17/18 22:45,49.62779999,OK,10/17/18 22:45,48.15254974,OK,10/17/18 22:45,0,OK,10/17/18 22:45,0,OK,10/17/18 22:45,3422034.375,OK,10/17/18 22:45,325,UNRELIABLE,10/17/18 22:45,61,OK,,,,,,,10/17/18 22:45,2050784,OK,10/17/18 22:45,50176356,OK,10/17/18 22:45,5.850000381,OK,10/17/18 22:45,22,OK,10/17/18 22:45,22,OK,10/17/18 22:45,114869,OK,10/17/18 22:45,1291.695986,OK,10/17/18 22:45,122220616,OK,10/17/18 22:45,1.213999987,OK,10/17/18 22:45,174.785,OK,10/17/18 22:45,495.08,OK,10/17/18 22:45,0,OK,10/17/18 22:45,68.9,OK,10/17/18 22:45,69.2,OK,10/17/18 22:45,12.88,OK,
10/17/18 23:00,1.516362906,OK,10/17/18 23:00,0,OK,10/17/18 23:00,285169.5313,OK,10/17/18 23:00,49.78769684,OK,10/17/18 23:00,48.27133179,OK,10/17/18 23:00,0,OK,10/17/18 23:00,0,OK,10/17/18 23:00,3422034.375,OK,10/17/18 23:00,325,UNRELIABLE,10/17/18 23:00,64,OK,,,,,,,10/17/18 23:00,2050799,OK,10/17/18 23:00,50176428,OK,10/17/18 23:00,5.860000134,OK,10/17/18 23:00,22,OK,10/17/18 23:00,22,OK,10/17/18 23:00,114869,OK,10/17/18 23:00,1174.655971,OK,10/17/18 23:00,122220616,OK,10/17/18 23:00,1.103999972,OK,10/17/18 23:00,175.054,OK,10/17/18 23:00,497.9,OK,10/17/18 23:00,0,OK,10/17/18 23:00,69,OK,10/17/18 23:00,69.1,OK,10/17/18 23:00,10.81,OK,
10/17/18 23:15,1.528459787,OK,10/17/18 23:15,0,OK,10/17/18 23:15,285169.5313,OK,10/17/18 23:15,49.90181732,OK,10/17/18 23:15,48.37335968,OK,10/17/18 23:15,0,OK,10/17/18 23:15,0,OK,10/17/18 23:15,3422034.375,OK,10/17/18 23:15,325,UNRELIABLE,10/17/18 23:15,67,OK,,,,,,,10/17/18 23:15,2050816,OK,10/17/18 23:15,50176500,OK,10/17/18 23:15,5.870000362,OK,10/17/18 23:15,22,OK,10/17/18 23:15,22,OK,10/17/18 23:15,114869,OK,10/17/18 23:15,860.7759528,OK,10/17/18 23:15,122220616,OK,10/17/18 23:15,0.808999956,OK,10/17/18 23:15,176.483,OK,10/17/18 23:15,498.08,OK,10/17/18 23:15,0,OK,10/17/18 23:15,69.1,OK,10/17/18 23:15,69.1,OK,10/17/18 23:15,8.1,OK,
10/17/18 23:30,1.637873411,OK,10/17/18 23:30,0,OK,10/17/18 23:30,285169.5313,OK,10/17/18 23:30,50.07218552,OK,10/17/18 23:30,48.43431091,OK,10/17/18 23:30,0,OK,10/17/18 23:30,0,OK,10/17/18 23:30,3422034.375,OK,10/17/18 23:30,325,UNRELIABLE,10/17/18 23:30,62,OK,,,,,,,10/17/18 23:30,2050832,OK,10/17/18 23:30,50176572,OK,10/17/18 23:30,5.870000362,OK,10/17/18 23:30,22,OK,10/17/18 23:30,22,OK,10/17/18 23:30,114870,OK,10/17/18 23:30,2376.975965,OK,10/17/18 23:30,122221680,OK,10/17/18 23:30,2.233999968,OK,10/17/18 23:30,177.046,OK,10/17/18 23:30,497.97,OK,10/17/18 23:30,0,OK,10/17/18 23:30,69,OK,10/17/18 23:30,69.1,OK,10/17/18 23:30,21.08,OK,
10/17/18 23:45,1.219426274,OK,10/17/18 23:45,0,OK,10/17/18 23:45,285169.5313,OK,10/17/18 23:45,50.22628784,OK,10/17/18 23:45,49.00685883,OK,10/17/18 23:45,0,OK,10/17/18 23:45,0,OK,10/17/18 23:45,3422034.375,OK,10/17/18 23:45,325,UNRELIABLE,10/17/18 23:45,68,OK,,,,,,,10/17/18 23:45,2050847,OK,10/17/18 23:45,50176644,OK,10/17/18 23:45,5.860000134,OK,10/17/18 23:45,22,OK,10/17/18 23:45,22,OK,10/17/18 23:45,114870,OK,10/17/18 23:45,1726.871901,OK,10/17/18 23:45,122221680,OK,10/17/18 23:45,1.622999907,OK,10/17/18 23:45,176.109,OK,10/17/18 23:45,497.9,OK,10/17/18 23:45,0,OK,10/17/18 23:45,69,OK,10/17/18 23:45,69.1,OK,10/17/18 23:45,16.14,OK,
10/18/18 0:00,1.457025766,OK,10/18/18 0:00,0,OK,10/18/18 0:00,285169.5313,OK,10/18/18 0:00,50.37374878,OK,10/18/18 0:00,48.91672516,OK,10/18/18 0:00,0,OK,10/18/18 0:00,0,OK,10/18/18 0:00,3422034.375,OK,10/18/18 0:00,325,UNRELIABLE,10/18/18 0:00,67,OK,,,,,,,10/18/18 0:00,2050863,OK,10/18/18 0:00,50176720,OK,10/18/18 0:00,5.860000134,OK,10/18/18 0:00,22,OK,10/18/18 0:00,22,OK,10/18/18 0:00,114871,OK,10/18/18 0:00,2004.57594,OK,10/18/18 0:00,122222744,OK,10/18/18 0:00,1.883999944,OK,10/18/18 0:00,177.899,OK,10/18/18 0:00,496.96,OK,10/18/18 0:00,0,OK,10/18/18 0:00,69,OK,10/18/18 0:00,69.1,OK,10/18/18 0:00,18.53,OK,
10/18/18 0:15,1.23224926,OK,10/18/18 0:15,0,OK,10/18/18 0:15,285169.5313,OK,10/18/18 0:15,50.48867035,OK,10/18/18 0:15,49.25642014,OK,10/18/18 0:15,0,OK,10/18/18 0:15,0,OK,10/18/18 0:15,3422034.375,OK,10/18/18 0:15,325,UNRELIABLE,10/18/18 0:15,65,OK,,,,,,,10/18/18 0:15,2050880,OK,10/18/18 0:15,50176792,OK,10/18/18 0:15,5.860000134,OK,10/18/18 0:15,22,OK,10/18/18 0:15,22,OK,10/18/18 0:15,114871,OK,10/18/18 0:15,1907.751982,OK,10/18/18 0:15,122222744,OK,10/18/18 0:15,1.792999983,OK,10/18/18 0:15,175.131,OK,10/18/18 0:15,496.63,OK,10/18/18 0:15,0,OK,10/18/18 0:15,69,OK,10/18/18 0:15,69.1,OK,10/18/18 0:15,17.9,OK,
10/18/18 0:30,1.06885159,OK,10/18/18 0:30,0,OK,10/18/18 0:30,285169.5313,OK,10/18/18 0:30,50.65174866,OK,10/18/18 0:30,49.582901,OK,10/18/18 0:30,0,OK,10/18/18 0:30,0,OK,10/18/18 0:30,3422034.375,OK,10/18/18 0:30,325,UNRELIABLE,10/18/18 0:30,64,OK,,,,,,,10/18/18 0:30,2050896,OK,10/18/18 0:30,50176868,OK,10/18/18 0:30,5.860000134,OK,10/18/18 0:30,22,OK,10/18/18 0:30,22,OK,10/18/18 0:30,114871,OK,10/18/18 0:30,1385.327922,OK,10/18/18 0:30,122222744,OK,10/18/18 0:30,1.301999927,OK,10/18/18 0:30,174.338,OK,10/18/18 0:30,495.51,OK,10/18/18 0:30,0,OK,10/18/18 0:30,68.9,OK,10/18/18 0:30,69.1,OK,10/18/18 0:30,13.04,OK,
10/18/18 0:45,0.864035845,OK,10/18/18 0:45,0,OK,10/18/18 0:45,285169.5313,OK,10/18/18 0:45,50.78871155,OK,10/18/18 0:45,49.92467499,OK,10/18/18 0:45,0,OK,10/18/18 0:45,0,OK,10/18/18 0:45,3422034.375,OK,10/18/18 0:45,325,UNRELIABLE,10/18/18 0:45,69,OK,,,,,,,10/18/18 0:45,2050913,OK,10/18/18 0:45,50176940,OK,10/18/18 0:45,5.850000381,OK,10/18/18 0:45,22,OK,10/18/18 0:45,22,OK,10/18/18 0:45,114872,OK,10/18/18 0:45,1760.91997,OK,10/18/18 0:45,122223808,OK,10/18/18 0:45,1.654999971,OK,10/18/18 0:45,176.551,OK,10/18/18 0:45,495.13,OK,10/18/18 0:45,0,OK,10/18/18 0:45,68.9,OK,10/18/18 0:45,69.1,OK,10/18/18 0:45,16.37,OK,
10/18/18 1:00,0.806431711,OK,10/18/18 1:00,0,OK,10/18/18 1:00,285169.5313,OK,10/18/18 1:00,50.91925049,OK,10/18/18 1:00,50.11281967,OK,10/18/18 1:00,0,OK,10/18/18 1:00,0,OK,10/18/18 1:00,3422034.375,OK,10/18/18 1:00,325,UNRELIABLE,10/18/18 1:00,69,OK,,,,,,,10/18/18 1:00,2050930,OK,10/18/18 1:00,50177016,OK,10/18/18 1:00,5.870000362,OK,10/18/18 1:00,22,OK,10/18/18 1:00,22,OK,10/18/18 1:00,114872,OK,10/18/18 1:00,3069.639736,OK,10/18/18 1:00,122223808,OK,10/18/18 1:00,2.884999752,OK,10/18/18 1:00,172.221,OK,10/18/18 1:00,493.57,OK,10/18/18 1:00,0,OK,10/18/18 1:00,68.9,OK,10/18/18 1:00,69.1,OK,10/18/18 1:00,29.17,OK,
10/18/18 1:15,0.755407453,OK,10/18/18 1:15,0,OK,10/18/18 1:15,285169.5313,OK,10/18/18 1:15,51.05965424,OK,10/18/18 1:15,50.304245,OK,10/18/18 1:15,0,OK,10/18/18 1:15,0,OK,10/18/18 1:15,3422034.375,OK,10/18/18 1:15,325,UNRELIABLE,10/18/18 1:15,64,OK,,,,,,,10/18/18 1:15,2050946,OK,10/18/18 1:15,50177088,OK,10/18/18 1:15,5.870000362,OK,10/18/18 1:15,22,OK,10/18/18 1:15,22,OK,10/18/18 1:15,114873,OK,10/18/18 1:15,3223.91997,OK,10/18/18 1:15,122224872,OK,10/18/18 1:15,3.029999971,OK,10/18/18 1:15,174.366,OK,10/18/18 1:15,493.65,OK,10/18/18 1:15,0,OK,10/18/18 1:15,68.9,OK,10/18/18 1:15,69.1,OK,10/18/18 1:15,30.27,OK,
10/18/18 1:30,0.680615902,OK,10/18/18 1:30,0,OK,10/18/18 1:30,285169.5313,OK,10/18/18 1:30,51.20653534,OK,10/18/18 1:30,50.52592087,OK,10/18/18 1:30,0,OK,10/18/18 1:30,0,OK,10/18/18 1:30,3422034.375,OK,10/18/18 1:30,325,UNRELIABLE,10/18/18 1:30,64,OK,,,,,,,10/18/18 1:30,2050962,OK,10/18/18 1:30,50177164,OK,10/18/18 1:30,5.840000153,OK,10/18/18 1:30,22,OK,10/18/18 1:30,22,OK,10/18/18 1:30,114873,OK,10/18/18 1:30,2092.887881,OK,10/18/18 1:30,122224872,OK,10/18/18 1:30,1.966999888,OK,10/18/18 1:30,175.678,OK,10/18/18 1:30,493.67,OK,10/18/18 1:30,0,OK,10/18/18 1:30,69,OK,10/18/18 1:30,69.1,OK,10/18/18 1:30,18.48,OK,
10/18/18 1:45,0.43078953,OK,10/18/18 1:45,0,OK,10/18/18 1:45,285169.5313,OK,10/18/18 1:45,51.32611084,OK,10/18/18 1:45,50.89532089,OK,10/18/18 1:45,0,OK,10/18/18 1:45,0,OK,10/18/18 1:45,3422034.375,OK,10/18/18 1:45,325,UNRELIABLE,10/18/18 1:45,65,OK,,,,,,,10/18/18 1:45,2050979,OK,10/18/18 1:45,50177236,OK,10/18/18 1:45,5.870000362,OK,10/18/18 1:45,22,OK,10/18/18 1:45,22,OK,10/18/18 1:45,114873,OK,10/18/18 1:45,3556.951931,OK,10/18/18 1:45,122224872,OK,10/18/18 1:45,3.342999935,OK,10/18/18 1:45,175.465,OK,10/18/18 1:45,493.34,OK,10/18/18 1:45,0,OK,10/18/18 1:45,68.3,OK,10/18/18 1:45,69,OK,10/18/18 1:45,34.26,OK,
10/18/18 2:00,0.501201391,OK,10/18/18 2:00,0,OK,10/18/18 2:00,285169.5313,OK,10/18/18 2:00,51.47205353,OK,10/18/18 2:00,50.97085571,OK,10/18/18 2:00,0,OK,10/18/18 2:00,0,OK,10/18/18 2:00,3422034.375,OK,10/18/18 2:00,325,UNRELIABLE,10/18/18 2:00,66,OK,,,,,,,10/18/18 2:00,2050995,OK,10/18/18 2:00,50177312,OK,10/18/18 2:00,5.870000362,OK,10/18/18 2:00,22,OK,10/18/18 2:00,22,OK,10/18/18 2:00,114874,OK,10/18/18 2:00,952.2799797,OK,10/18/18 2:00,122225936,OK,10/18/18 2:00,0.894999981,OK,10/18/18 2:00,175.586,OK,10/18/18 2:00,494.59,OK,10/18/18 2:00,0,OK,10/18/18 2:00,68.7,OK,10/18/18 2:00,69.2,OK,10/18/18 2:00,10.2,OK,
10/18/18 2:15,0.562021852,OK,10/18/18 2:15,0,OK,10/18/18 2:15,285169.5313,OK,10/18/18 2:15,51.59225464,OK,10/18/18 2:15,51.03023529,OK,10/18/18 2:15,0,OK,10/18/18 2:15,0,OK,10/18/18 2:15,3422034.375,OK,10/18/18 2:15,325,UNRELIABLE,10/18/18 2:15,63,OK,,,,,,,10/18/18 2:15,2051011,OK,10/18/18 2:15,50177384,OK,10/18/18 2:15,5.850000381,OK,10/18/18 2:15,22,OK,10/18/18 2:15,22,OK,10/18/18 2:15,114874,OK,10/18/18 2:15,692.6639609,OK,10/18/18 2:15,122225936,OK,10/18/18 2:15,0.650999963,OK,10/18/18 2:15,175.561,OK,10/18/18 2:15,495.61,OK,10/18/18 2:15,0,OK,10/18/18 2:15,69,OK,10/18/18 2:15,69.1,OK,10/18/18 2:15,6.48,OK,
10/18/18 2:30,0.136984795,OK,10/18/18 2:30,0,OK,10/18/18 2:30,285169.5313,OK,10/18/18 2:30,51.7443161,OK,10/18/18 2:30,51.60733032,OK,10/18/18 2:30,0,OK,10/18/18 2:30,0,OK,10/18/18 2:30,3422034.375,OK,10/18/18 2:30,325,UNRELIABLE,10/18/18 2:30,62,OK,,,,,,,10/18/18 2:30,2051027,OK,10/18/18 2:30,50177456,OK,10/18/18 2:30,5.850000381,OK,10/18/18 2:30,22,OK,10/18/18 2:30,22,OK,10/18/18 2:30,114875,OK,10/18/18 2:30,3926.159807,OK,10/18/18 2:30,122227000,OK,10/18/18 2:30,3.689999819,OK,10/18/18 2:30,174.157,OK,10/18/18 2:30,496.96,OK,10/18/18 2:30,0,OK,10/18/18 2:30,68.5,OK,10/18/18 2:30,69.1,OK,10/18/18 2:30,36.37,OK,
10/18/18 2:45,0.212051123,OK,10/18/18 2:45,0,OK,10/18/18 2:45,285169.5313,OK,10/18/18 2:45,51.88890076,OK,10/18/18 2:45,51.67684937,OK,10/18/18 2:45,0,OK,10/18/18 2:45,0,OK,10/18/18 2:45,3422034.375,OK,10/18/18 2:45,325,UNRELIABLE,10/18/18 2:45,62,OK,,,,,,,10/18/18 2:45,2051043,OK,10/18/18 2:45,50177532,OK,10/18/18 2:45,5.870000362,OK,10/18/18 2:45,22,OK,10/18/18 2:45,22,OK,10/18/18 2:45,114875,OK,10/18/18 2:45,4008.087957,OK,10/18/18 2:45,122227000,OK,10/18/18 2:45,3.76699996,OK,10/18/18 2:45,173.899,OK,10/18/18 2:45,497.54,OK,10/18/18 2:45,0,OK,10/18/18 2:45,68.3,OK,10/18/18 2:45,69,OK,10/18/18 2:45,37.91,OK,
10/18/18 3:00,0.192023814,OK,10/18/18 3:00,0,OK,10/18/18 3:00,285169.5313,OK,10/18/18 3:00,52.0380249,OK,10/18/18 3:00,51.84600449,OK,10/18/18 3:00,0,OK,10/18/18 3:00,0,OK,10/18/18 3:00,3422034.375,OK,10/18/18 3:00,325,UNRELIABLE,10/18/18 3:00,69,OK,,,,,,,10/18/18 3:00,2051059,OK,10/18/18 3:00,50177604,OK,10/18/18 3:00,5.840000153,OK,10/18/18 3:00,22,OK,10/18/18 3:00,22,OK,10/18/18 3:00,114876,OK,10/18/18 3:00,4072.991819,OK,10/18/18 3:00,122228064,OK,10/18/18 3:00,3.82799983,OK,10/18/18 3:00,173.489,OK,10/18/18 3:00,497.51,OK,10/18/18 3:00,0,OK,10/18/18 3:00,68.3,OK,10/18/18 3:00,69,OK,10/18/18 3:00,38.61,OK,
10/18/18 3:15,0.014886723,OK,10/18/18 3:15,0,OK,10/18/18 3:15,285169.5313,OK,10/18/18 3:15,52.15689087,OK,10/18/18 3:15,52.14200211,OK,10/18/18 3:15,0,OK,10/18/18 3:15,0,OK,10/18/18 3:15,3422034.375,OK,10/18/18 3:15,325,UNRELIABLE,10/18/18 3:15,66,OK,,,,,,,10/18/18 3:15,2051075,OK,10/18/18 3:15,50177680,OK,10/18/18 3:15,5.850000381,OK,10/18/18 3:15,22,OK,10/18/18 3:15,22,OK,10/18/18 3:15,114876,OK,10/18/18 3:15,2093.951931,OK,10/18/18 3:15,122228064,OK,10/18/18 3:15,1.967999935,OK,10/18/18 3:15,171.968,OK,10/18/18 3:15,497.74,OK,10/18/18 3:15,0,OK,10/18/18 3:15,68.5,OK,10/18/18 3:15,69.1,OK,10/18/18 3:15,20.03,OK,
10/18/18 3:30,0.42246905,OK,10/18/18 3:30,0,OK,10/18/18 3:30,285169.5313,OK,10/18/18 3:30,52.28291321,OK,10/18/18 3:30,51.86044312,OK,10/18/18 3:30,0,OK,10/18/18 3:30,0,OK,10/18/18 3:30,3422034.375,OK,10/18/18 3:30,325,UNRELIABLE,10/18/18 3:30,64,OK,,,,,,,10/18/18 3:30,2051091,OK,10/18/18 3:30,50177752,OK,10/18/18 3:30,5.880000114,OK,10/18/18 3:30,22,OK,10/18/18 3:30,22,OK,10/18/18 3:30,114876,OK,10/18/18 3:30,1782.199949,OK,10/18/18 3:30,122228064,OK,10/18/18 3:30,1.674999952,OK,10/18/18 3:30,173.131,OK,10/18/18 3:30,498.75,OK,10/18/18 3:30,0,OK,10/18/18 3:30,68.5,OK,10/18/18 3:30,69.1,OK,10/18/18 3:30,16.95,OK,
10/18/18 3:45,0.019406898,OK,10/18/18 3:45,0,OK,10/18/18 3:45,285169.5313,OK,10/18/18 3:45,52.42398834,OK,10/18/18 3:45,52.40457916,OK,10/18/18 3:45,0,OK,10/18/18 3:45,0,OK,10/18/18 3:45,3422034.375,OK,10/18/18 3:45,325,UNRELIABLE,10/18/18 3:45,67,OK,,,,,,,10/18/18 3:45,2051108,OK,10/18/18 3:45,50177824,OK,10/18/18 3:45,5.840000153,OK,10/18/18 3:45,22,OK,10/18/18 3:45,22,OK,10/18/18 3:45,114877,OK,10/18/18 3:45,1395.967912,OK,10/18/18 3:45,122229128,OK,10/18/18 3:45,1.311999917,OK,10/18/18 3:45,174.805,OK,10/18/18 3:45,499.34,OK,10/18/18 3:45,0,OK,10/18/18 3:45,68.7,OK,10/18/18 3:45,69.1,OK,10/18/18 3:45,14.09,OK,
10/18/18 4:00,-0.309216976,OK,10/18/18 4:00,0,OK,10/18/18 4:00,285169.5313,OK,10/18/18 4:00,52.5579071,OK,10/18/18 4:00,52.86711884,OK,10/18/18 4:00,0,OK,10/18/18 4:00,0,OK,10/18/18 4:00,3422034.375,OK,10/18/18 4:00,325,UNRELIABLE,10/18/18 4:00,63,OK,,,,,,,10/18/18 4:00,2051124,OK,10/18/18 4:00,50177896,OK,10/18/18 4:00,5.860000134,OK,10/18/18 4:00,22,OK,10/18/18 4:00,22,OK,10/18/18 4:00,114877,OK,10/18/18 4:00,3791.031961,OK,10/18/18 4:00,122229128,OK,10/18/18 4:00,3.562999964,OK,10/18/18 4:00,173.791,OK,10/18/18 4:00,500.59,OK,10/18/18 4:00,0,OK,10/18/18 4:00,68.4,OK,10/18/18 4:00,69.1,OK,10/18/18 4:00,36.01,OK,
10/18/18 4:15,-0.664870381,OK,10/18/18 4:15,0,OK,10/18/18 4:15,285169.5313,OK,10/18/18 4:15,52.68531036,OK,10/18/18 4:15,53.35018158,OK,10/18/18 4:15,0,OK,10/18/18 4:15,0,OK,10/18/18 4:15,3422034.375,OK,10/18/18 4:15,325,UNRELIABLE,10/18/18 4:15,64,OK,,,,,,,10/18/18 4:15,2051140,OK,10/18/18 4:15,50177972,OK,10/18/18 4:15,5.870000362,OK,10/18/18 4:15,22,OK,10/18/18 4:15,22,OK,10/18/18 4:15,114878,OK,10/18/18 4:15,3178.167988,OK,10/18/18 4:15,122230192,OK,10/18/18 4:15,2.986999989,OK,10/18/18 4:15,175.634,OK,10/18/18 4:15,501.28,OK,10/18/18 4:15,0,OK,10/18/18 4:15,69,OK,10/18/18 4:15,69.1,OK,10/18/18 4:15,28.26,OK,
10/18/18 4:30,-0.489928424,OK,10/18/18 4:30,0,OK,10/18/18 4:30,285169.5313,OK,10/18/18 4:30,52.79094315,OK,10/18/18 4:30,53.28086853,OK,10/18/18 4:30,0,OK,10/18/18 4:30,0,OK,10/18/18 4:30,3422034.375,OK,10/18/18 4:30,325,UNRELIABLE,10/18/18 4:30,62,OK,,,,,,,10/18/18 4:30,2051156,OK,10/18/18 4:30,50178044,OK,10/18/18 4:30,5.840000153,OK,10/18/18 4:30,22,OK,10/18/18 4:30,22,OK,10/18/18 4:30,114878,OK,10/18/18 4:30,1247.007927,OK,10/18/18 4:30,122230192,OK,10/18/18 4:30,1.171999931,OK,10/18/18 4:30,174.6,OK,10/18/18 4:30,501.64,OK,10/18/18 4:30,0,OK,10/18/18 4:30,69,OK,10/18/18 4:30,69.1,OK,10/18/18 4:30,11.46,OK,
10/18/18 4:45,-0.799166441,OK,10/18/18 4:45,0,OK,10/18/18 4:45,285169.5313,OK,10/18/18 4:45,52.94574738,OK,10/18/18 4:45,53.74491501,OK,10/18/18 4:45,0,OK,10/18/18 4:45,0,OK,10/18/18 4:45,3422034.375,OK,10/18/18 4:45,325,UNRELIABLE,10/18/18 4:45,64,OK,,,,,,,10/18/18 4:45,2051172,OK,10/18/18 4:45,50178116,OK,10/18/18 4:45,5.870000362,OK,10/18/18 4:45,22,OK,10/18/18 4:45,22,OK,10/18/18 4:45,114879,OK,10/18/18 4:45,1051.231974,OK,10/18/18 4:45,122231256,OK,10/18/18 4:45,0.987999976,OK,10/18/18 4:45,176.366,OK,10/18/18 4:45,502.19,OK,10/18/18 4:45,0,OK,10/18/18 4:45,69.1,OK,10/18/18 4:45,69.1,OK,10/18/18 4:45,9.87,OK,
