OSU_RTS.MDBUS_CC.376C_HF Time [SNAP],OSU_RTS.MDBUS_CC.376C_HF Value [SNAP],OSU_RTS.MDBUS_CC.376C_HF Status [SNAP],OSU_RTS.MDBUS_CC.376C_HGT Time [SNAP],OSU_RTS.MDBUS_CC.376C_HGT Value [SNAP],OSU_RTS.MDBUS_CC.376C_HGT Status [SNAP],OSU_RTS.MDBUS_RT.376S_C Time [SNAP],OSU_RTS.MDBUS_RT.376S_C Value [SNAP],OSU_RTS.MDBUS_RT.376S_C Status [SNAP],OSU_RTS.MDBUS_RT.376S_DP Time [SNAP],OSU_RTS.MDBUS_RT.376S_DP Value [SNAP],OSU_RTS.MDBUS_RT.376S_DP Status [SNAP],OSU_RTS.MDBUS_RT.376S_HF Time [SNAP],OSU_RTS.MDBUS_RT.376S_HF Value [SNAP],OSU_RTS.MDBUS_RT.376S_HF Status [SNAP],OSU_RTS.MDBUS_RT.376S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.376S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.376S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.376S_I Time [SNAP],OSU_RTS.MDBUS_RT.376S_I Value [SNAP],OSU_RTS.MDBUS_RT.376S_I Status [SNAP],OSU_RTS.MDBUS_RT.376S_P Time [SNAP],OSU_RTS.MDBUS_RT.376S_P Value [SNAP],OSU_RTS.MDBUS_RT.376S_P Status [SNAP],OSU_RTS.MDBUS_RT.376S_T Time [SNAP],OSU_RTS.MDBUS_RT.376S_T Value [SNAP],OSU_RTS.MDBUS_RT.376S_T Status [SNAP],OSU_RTS.OPCRTS.376_C1T Time [SNAP],OSU_RTS.OPCRTS.376_C1T Value [SNAP],OSU_RTS.OPCRTS.376_C1T Status [SNAP],OSU_RTS.OPCRTS.376_C2T Time [SNAP],OSU_RTS.OPCRTS.376_C2T Value [SNAP],OSU_RTS.OPCRTS.376_C2T Status [SNAP],OSU_RTS.OPCRTS.376_C3T Time [SNAP],OSU_RTS.OPCRTS.376_C3T Value [SNAP],OSU_RTS.OPCRTS.376_C3T Status [SNAP],OSU_RTS.OPCRTS.376_C4T Time [SNAP],OSU_RTS.OPCRTS.376_C4T Value [SNAP],OSU_RTS.OPCRTS.376_C4T Status [SNAP],OSU_RTS.OPCRTS.376_C5T Time [SNAP],OSU_RTS.OPCRTS.376_C5T Value [SNAP],OSU_RTS.OPCRTS.376_C5T Status [SNAP],OSU_RTS.OPCRTS.376_CDT Time [SNAP],OSU_RTS.OPCRTS.376_CDT Value [SNAP],OSU_RTS.OPCRTS.376_CDT Status [SNAP],OSU_RTS.OPCRTS.376_CHF Time [SNAP],OSU_RTS.OPCRTS.376_CHF Value [SNAP],OSU_RTS.OPCRTS.376_CHF Status [SNAP],OSU_RTS.OPCRTS.376_CHT Time [SNAP],OSU_RTS.OPCRTS.376_CHT Value [SNAP],OSU_RTS.OPCRTS.376_CHT Status [SNAP],OSU_RTS.OPCRTS.376_CRWT Time [SNAP],OSU_RTS.OPCRTS.376_CRWT Value [SNAP],OSU_RTS.OPCRTS.376_CRWT Status [SNAP],OSU_RTS.OPCRTS.376_CSWT Time [SNAP],OSU_RTS.OPCRTS.376_CSWT Value [SNAP],OSU_RTS.OPCRTS.376_CSWT Status [SNAP],OSU_RTS.OPCRTS.376_CVF Time [SNAP],OSU_RTS.OPCRTS.376_CVF Value [SNAP],OSU_RTS.OPCRTS.376_CVF Status [SNAP],OSU_RTS.OPCRTS..376_CWP Time [SNAP],OSU_RTS.OPCRTS..376_CWP Value [SNAP],OSU_RTS.OPCRTS..376_CWP Status [SNAP],OSU_RTS.OPCRTS.376_CWST Time [SNAP],OSU_RTS.OPCRTS.376_CWST Value [SNAP],OSU_RTS.OPCRTS.376_CWST Status [SNAP],OSU_RTS.OPCRTS.376_E1C Time [SNAP],OSU_RTS.OPCRTS.376_E1C Value [SNAP],OSU_RTS.OPCRTS.376_E1C Status [SNAP],OSU_RTS.OPCRTS.376_E2C Time [SNAP],OSU_RTS.OPCRTS.376_E2C Value [SNAP],OSU_RTS.OPCRTS.376_E2C Status [SNAP],OSU_RTS.OPCRTS.376_E3C Time [SNAP],OSU_RTS.OPCRTS.376_E3C Value [SNAP],OSU_RTS.OPCRTS.376_E3C Status [SNAP],OSU_RTS.OPCRTS.376_E4C Time [SNAP],OSU_RTS.OPCRTS.376_E4C Value [SNAP],OSU_RTS.OPCRTS.376_E4C Status [SNAP],OSU_RTS.OPCRTS..376_HEAT Time [SNAP],OSU_RTS.OPCRTS..376_HEAT Value [SNAP],OSU_RTS.OPCRTS..376_HEAT Status [SNAP],OSU_RTS.OPCRTS.376_KW Time [SNAP],OSU_RTS.OPCRTS.376_KW Value [SNAP],OSU_RTS.OPCRTS.376_KW Status [SNAP],OSU_RTS.OPCRTS.376_TONS Time [SNAP],OSU_RTS.OPCRTS.376_TONS Value [SNAP],OSU_RTS.OPCRTS.376_TONS Status [SNAP],OSU_RTS.OPCRTS..376_W1 Time [SNAP],OSU_RTS.OPCRTS..376_W1 Value [SNAP],OSU_RTS.OPCRTS..376_W1 Status [SNAP],Comments
10/21/18 6:00,0,OK,10/21/18 6:00,395779.6875,OK,10/21/18 6:00,41247.47656,OK,10/21/18 6:00,32.79468536,OK,10/21/18 6:00,1956.554688,OK,10/21/18 6:00,50461400,OK,10/21/18 6:00,1.591728638,OK,10/21/18 6:00,179.3091278,OK,10/21/18 6:00,429.7516479,OK,10/21/18 6:00,13454530,OK,10/21/18 6:00,14056520,OK,10/21/18 6:00,14838610,OK,10/21/18 6:00,12919410,OK,10/21/18 6:00,16035970,OK,10/21/18 6:00,0,OK,10/21/18 6:00,0,OK,10/21/18 6:00,32981.64,OK,10/21/18 6:00,55.11635,OK,10/21/18 6:00,45.62318,OK,10/21/18 6:00,0.02548218,OK,10/21/18 6:00,71.43567,OK,10/21/18 6:00,40.83853,OK,10/21/18 6:00,1670031,OK,10/21/18 6:00,6313087,OK,10/21/18 6:00,4127300,OK,10/21/18 6:00,4075061,OK,10/21/18 6:00,121.8074,OK,10/21/18 6:00,0.9458918,UNRELIABLE,10/21/18 6:00,508.2075,OK,10/21/18 6:00,3739852,OK,
10/21/18 6:15,0,OK,10/21/18 6:15,395779.6875,OK,10/21/18 6:15,41247.86719,OK,10/21/18 6:15,30.87062263,OK,10/21/18 6:15,1796.086304,OK,10/21/18 6:15,50461880,OK,10/21/18 6:15,1.460450195,OK,10/21/18 6:15,176.6631927,OK,10/21/18 6:15,430.0570679,OK,10/21/18 6:15,13454530,OK,10/21/18 6:15,14056520,OK,10/21/18 6:15,14838740,OK,10/21/18 6:15,12919410,OK,10/21/18 6:15,16035970,OK,10/21/18 6:15,0,OK,10/21/18 6:15,0,OK,10/21/18 6:15,32981.64,OK,10/21/18 6:15,55.13237,OK,10/21/18 6:15,46.11269,OK,10/21/18 6:15,0.02639771,OK,10/21/18 6:15,71.06854,OK,10/21/18 6:15,40.88226,OK,10/21/18 6:15,1670031,OK,10/21/18 6:15,6313087,OK,10/21/18 6:15,4127300,OK,10/21/18 6:15,4075061,OK,10/21/18 6:15,121.7387,OK,10/21/18 6:15,0.9458918,UNRELIABLE,10/21/18 6:15,506.5091,OK,10/21/18 6:15,3739984,OK,
10/21/18 6:30,0,OK,10/21/18 6:30,395779.6875,OK,10/21/18 6:30,41248.25,OK,10/21/18 6:30,33.13132095,OK,10/21/18 6:30,1972.279297,OK,10/21/18 6:30,50462348,OK,10/21/18 6:30,1.60408313,OK,10/21/18 6:30,178.9088135,OK,10/21/18 6:30,430.188446,OK,10/21/18 6:30,13454530,OK,10/21/18 6:30,14056520,OK,10/21/18 6:30,14838870,OK,10/21/18 6:30,12919410,OK,10/21/18 6:30,16035970,OK,10/21/18 6:30,0,OK,10/21/18 6:30,0,OK,10/21/18 6:30,32981.64,OK,10/21/18 6:30,55.09737,OK,10/21/18 6:30,45.67888,OK,10/21/18 6:30,0.02713013,OK,10/21/18 6:30,71.40503,OK,10/21/18 6:30,40.9344,OK,10/21/18 6:30,1670031,OK,10/21/18 6:30,6313087,OK,10/21/18 6:30,4127300,OK,10/21/18 6:30,4075061,OK,10/21/18 6:30,121.812,OK,10/21/18 6:30,0.9458918,UNRELIABLE,10/21/18 6:30,530.3578,OK,10/21/18 6:30,3740105,OK,
10/21/18 6:45,0,OK,10/21/18 6:45,395779.6875,OK,10/21/18 6:45,41248.64063,OK,10/21/18 6:45,32.40119553,OK,10/21/18 6:45,1909.016724,OK,10/21/18 6:45,50462828,OK,10/21/18 6:45,1.552057861,OK,10/21/18 6:45,178.0965118,OK,10/21/18 6:45,430.7125244,OK,10/21/18 6:45,13454530,OK,10/21/18 6:45,14056520,OK,10/21/18 6:45,14839000,OK,10/21/18 6:45,12919410,OK,10/21/18 6:45,16035970,OK,10/21/18 6:45,0,OK,10/21/18 6:45,0,OK,10/21/18 6:45,32981.64,OK,10/21/18 6:45,55.07957,OK,10/21/18 6:45,45.63863,OK,10/21/18 6:45,0.02731323,OK,10/21/18 6:45,71.38751,OK,10/21/18 6:45,40.85507,OK,10/21/18 6:45,1670031,OK,10/21/18 6:45,6313087,OK,10/21/18 6:45,4127300,OK,10/21/18 6:45,4075061,OK,10/21/18 6:45,121.9266,OK,10/21/18 6:45,0.9458918,UNRELIABLE,10/21/18 6:45,493.7855,OK,10/21/18 6:45,3740408,OK,
10/21/18 7:00,0,OK,10/21/18 7:00,395779.6875,OK,10/21/18 7:00,41249.04297,OK,10/21/18 7:00,33.22598267,OK,10/21/18 7:00,1980.975342,OK,10/21/18 7:00,50463328,OK,10/21/18 7:00,1.610111816,OK,10/21/18 7:00,179.333725,OK,10/21/18 7:00,431.6202698,OK,10/21/18 7:00,13454530,OK,10/21/18 7:00,14056520,OK,10/21/18 7:00,14839120,OK,10/21/18 7:00,12919410,OK,10/21/18 7:00,16035970,OK,10/21/18 7:00,0,OK,10/21/18 7:00,0,OK,10/21/18 7:00,32981.64,OK,10/21/18 7:00,55.03874,OK,10/21/18 7:00,45.79134,OK,10/21/18 7:00,0.02700806,OK,10/21/18 7:00,71.76721,OK,10/21/18 7:00,40.83556,OK,10/21/18 7:00,1670031,OK,10/21/18 7:00,6313087,OK,10/21/18 7:00,4127300,OK,10/21/18 7:00,4075061,OK,10/21/18 7:00,122.2566,OK,10/21/18 7:00,0.9458918,UNRELIABLE,10/21/18 7:00,500.856,OK,10/21/18 7:00,3740465,OK,
10/21/18 7:15,0,OK,10/21/18 7:15,395779.6875,OK,10/21/18 7:15,41249.42188,OK,10/21/18 7:15,31.4326973,OK,10/21/18 7:15,1844.382568,OK,10/21/18 7:15,50463792,OK,10/21/18 7:15,1.499471191,OK,10/21/18 7:15,178.2425995,OK,10/21/18 7:15,430.8165283,OK,10/21/18 7:15,13454530,OK,10/21/18 7:15,14056520,OK,10/21/18 7:15,14839250,OK,10/21/18 7:15,12919410,OK,10/21/18 7:15,16035970,OK,10/21/18 7:15,0,OK,10/21/18 7:15,0,OK,10/21/18 7:15,32981.64,OK,10/21/18 7:15,55.04317,OK,10/21/18 7:15,46.00188,OK,10/21/18 7:15,0.02713013,OK,10/21/18 7:15,71.34583,OK,10/21/18 7:15,40.83,OK,10/21/18 7:15,1670031,OK,10/21/18 7:15,6313087,OK,10/21/18 7:15,4127300,OK,10/21/18 7:15,4075061,OK,10/21/18 7:15,121.9724,OK,10/21/18 7:15,0.9458918,UNRELIABLE,10/21/18 7:15,505.9673,OK,10/21/18 7:15,3740572,OK,
10/21/18 7:30,0,OK,10/21/18 7:30,395779.6875,OK,10/21/18 7:30,41249.78125,OK,10/21/18 7:30,31.35581398,OK,10/21/18 7:30,1828.47644,OK,10/21/18 7:30,50464232,OK,10/21/18 7:30,1.486662842,OK,10/21/18 7:30,176.036911,OK,10/21/18 7:30,430.0619202,OK,10/21/18 7:30,13454530,OK,10/21/18 7:30,14056520,OK,10/21/18 7:30,14839380,OK,10/21/18 7:30,12919410,OK,10/21/18 7:30,16035970,OK,10/21/18 7:30,0,OK,10/21/18 7:30,0,OK,10/21/18 7:30,32981.64,OK,10/21/18 7:30,55.01622,OK,10/21/18 7:30,45.65062,OK,10/21/18 7:30,0.02593994,OK,10/21/18 7:30,71.50372,OK,10/21/18 7:30,40.85818,OK,10/21/18 7:30,1670031,OK,10/21/18 7:30,6313087,OK,10/21/18 7:30,4127300,OK,10/21/18 7:30,4075061,OK,10/21/18 7:30,121.7387,OK,10/21/18 7:30,0.9458918,UNRELIABLE,10/21/18 7:30,505.8095,OK,10/21/18 7:30,3740658,OK,
10/21/18 7:45,0,OK,10/21/18 7:45,395779.6875,OK,10/21/18 7:45,41250.19141,OK,10/21/18 7:45,34.44279099,OK,10/21/18 7:45,2053.966553,OK,10/21/18 7:45,50464736,OK,10/21/18 7:45,1.668999023,OK,10/21/18 7:45,176.2955627,OK,10/21/18 7:45,431.3583984,OK,10/21/18 7:45,13454530,OK,10/21/18 7:45,14056520,OK,10/21/18 7:45,14839500,OK,10/21/18 7:45,12919410,OK,10/21/18 7:45,16035970,OK,10/21/18 7:45,0,OK,10/21/18 7:45,0,OK,10/21/18 7:45,32981.64,OK,10/21/18 7:45,55.03322,OK,10/21/18 7:45,45.63658,OK,10/21/18 7:45,0.02557373,OK,10/21/18 7:45,71.20892,OK,10/21/18 7:45,40.84126,OK,10/21/18 7:45,1670031,OK,10/21/18 7:45,6313087,OK,10/21/18 7:45,4127300,OK,10/21/18 7:45,4075061,OK,10/21/18 7:45,122.3162,OK,10/21/18 7:45,0.9458918,UNRELIABLE,10/21/18 7:45,489.7219,OK,10/21/18 7:45,3740959,OK,
10/21/18 8:00,0,OK,10/21/18 8:00,395779.6875,OK,10/21/18 8:00,41250.58984,OK,10/21/18 8:00,30.03380966,OK,10/21/18 8:00,1733.571655,OK,10/21/18 8:00,50465228,OK,10/21/18 8:00,1.408629028,OK,10/21/18 8:00,176.4065399,OK,10/21/18 8:00,431.4248962,OK,10/21/18 8:00,13454530,OK,10/21/18 8:00,14056520,OK,10/21/18 8:00,14839620,OK,10/21/18 8:00,12919410,OK,10/21/18 8:00,16035970,OK,10/21/18 8:00,0,OK,10/21/18 8:00,0,OK,10/21/18 8:00,32981.64,OK,10/21/18 8:00,55.02971,OK,10/21/18 8:00,45.68193,OK,10/21/18 8:00,0.02655029,OK,10/21/18 8:00,71.48517,OK,10/21/18 8:00,40.84456,OK,10/21/18 8:00,1670031,OK,10/21/18 8:00,6313087,OK,10/21/18 8:00,4127300,OK,10/21/18 8:00,4075061,OK,10/21/18 8:00,122.2795,OK,10/21/18 8:00,0.9458918,UNRELIABLE,10/21/18 8:00,502.1538,OK,10/21/18 8:00,3740997,OK,
10/21/18 8:15,0,OK,10/21/18 8:15,395779.6875,OK,10/21/18 8:15,41250.91797,OK,10/21/18 8:15,27.57694626,OK,10/21/18 8:15,1567.114746,OK,10/21/18 8:15,50465632,OK,10/21/18 8:15,1.275396606,OK,10/21/18 8:15,179.053894,OK,10/21/18 8:15,428.8856812,OK,10/21/18 8:15,13454530,OK,10/21/18 8:15,14056520,OK,10/21/18 8:15,14839750,OK,10/21/18 8:15,12919410,OK,10/21/18 8:15,16035970,OK,10/21/18 8:15,0,OK,10/21/18 8:15,0,OK,10/21/18 8:15,32981.64,OK,10/21/18 8:15,55.02626,OK,10/21/18 8:15,46.09718,OK,10/21/18 8:15,0.02566528,OK,10/21/18 8:15,71.23157,OK,10/21/18 8:15,40.84193,OK,10/21/18 8:15,1670031,OK,10/21/18 8:15,6313087,OK,10/21/18 8:15,4127300,OK,10/21/18 8:15,4075061,OK,10/21/18 8:15,121.4087,OK,10/21/18 8:15,0.9458918,UNRELIABLE,10/21/18 8:15,511.138,OK,10/21/18 8:15,3741236,OK,
10/21/18 8:30,0,OK,10/21/18 8:30,395779.6875,OK,10/21/18 8:30,41251.23438,OK,10/21/18 8:30,27.84287262,OK,10/21/18 8:30,1577.926147,OK,10/21/18 8:30,50466020,OK,10/21/18 8:30,1.284910767,OK,10/21/18 8:30,176.9259644,OK,10/21/18 8:30,427.1968079,OK,10/21/18 8:30,13454530,OK,10/21/18 8:30,14056520,OK,10/21/18 8:30,14839880,OK,10/21/18 8:30,12919410,OK,10/21/18 8:30,16035970,OK,10/21/18 8:30,0,OK,10/21/18 8:30,0,OK,10/21/18 8:30,32981.64,OK,10/21/18 8:30,54.99333,OK,10/21/18 8:30,45.63509,OK,10/21/18 8:30,0.02590942,OK,10/21/18 8:30,71.29095,OK,10/21/18 8:30,40.94443,OK,10/21/18 8:30,1670031,OK,10/21/18 8:30,6313087,OK,10/21/18 8:30,4127300,OK,10/21/18 8:30,4075061,OK,10/21/18 8:30,120.6432,OK,10/21/18 8:30,0.9458918,UNRELIABLE,10/21/18 8:30,549.1838,OK,10/21/18 8:30,3741254,OK,
10/21/18 8:45,0,OK,10/21/18 8:45,395779.6875,OK,10/21/18 8:45,41251.60547,OK,10/21/18 8:45,33.05183411,OK,10/21/18 8:45,1965.786499,OK,10/21/18 8:45,50466480,OK,10/21/18 8:45,1.600214966,OK,10/21/18 8:45,177.8522186,OK,10/21/18 8:45,428.1255798,OK,10/21/18 8:45,13454530,OK,10/21/18 8:45,14056520,OK,10/21/18 8:45,14840010,OK,10/21/18 8:45,12919410,OK,10/21/18 8:45,16035970,OK,10/21/18 8:45,0,OK,10/21/18 8:45,0,OK,10/21/18 8:45,32981.64,OK,10/21/18 8:45,55.02992,OK,10/21/18 8:45,45.7625,OK,10/21/18 8:45,0.02587891,OK,10/21/18 8:45,71.5816,OK,10/21/18 8:45,40.80861,OK,10/21/18 8:45,1670031,OK,10/21/18 8:45,6313087,OK,10/21/18 8:45,4127300,OK,10/21/18 8:45,4075061,OK,10/21/18 8:45,120.9274,OK,10/21/18 8:45,0.9458918,UNRELIABLE,10/21/18 8:45,487.2925,OK,10/21/18 8:45,3741580,OK,
10/21/18 9:00,0,OK,10/21/18 9:00,395779.6875,OK,10/21/18 9:00,41252.02734,OK,10/21/18 9:00,34.68153381,OK,10/21/18 9:00,2081.896484,OK,10/21/18 9:00,50466992,OK,10/21/18 9:00,1.693528442,OK,10/21/18 9:00,178.1463776,OK,10/21/18 9:00,429.6342773,OK,10/21/18 9:00,13454530,OK,10/21/18 9:00,14056520,OK,10/21/18 9:00,14840140,OK,10/21/18 9:00,12919410,OK,10/21/18 9:00,16035970,OK,10/21/18 9:00,0,OK,10/21/18 9:00,0,OK,10/21/18 9:00,32981.64,OK,10/21/18 9:00,54.97032,OK,10/21/18 9:00,45.75069,OK,10/21/18 9:00,0.02597046,OK,10/21/18 9:00,71.92603,OK,10/21/18 9:00,40.83311,OK,10/21/18 9:00,1670031,OK,10/21/18 9:00,6313087,OK,10/21/18 9:00,4127300,OK,10/21/18 9:00,4075061,OK,10/21/18 9:00,121.5095,OK,10/21/18 9:00,0.9458918,UNRELIABLE,10/21/18 9:00,505.2853,OK,10/21/18 9:00,3741581,OK,
10/21/18 9:15,0,OK,10/21/18 9:15,395779.6875,OK,10/21/18 9:15,41252.42578,OK,10/21/18 9:15,31.5115509,OK,10/21/18 9:15,1851.391602,OK,10/21/18 9:15,50467480,OK,10/21/18 9:15,1.505931885,OK,10/21/18 9:15,178.4389648,OK,10/21/18 9:15,429.8355713,OK,10/21/18 9:15,13454530,OK,10/21/18 9:15,14056520,OK,10/21/18 9:15,14840270,OK,10/21/18 9:15,12919410,OK,10/21/18 9:15,16035970,OK,10/21/18 9:15,0,OK,10/21/18 9:15,0,OK,10/21/18 9:15,32981.64,OK,10/21/18 9:15,54.96681,OK,10/21/18 9:15,46.02147,OK,10/21/18 9:15,0.02658081,OK,10/21/18 9:15,71.63239,OK,10/21/18 9:15,40.8074,OK,10/21/18 9:15,1670031,OK,10/21/18 9:15,6313087,OK,10/21/18 9:15,4127300,OK,10/21/18 9:15,4075061,OK,10/21/18 9:15,121.5599,OK,10/21/18 9:15,0.9458918,UNRELIABLE,10/21/18 9:15,514.809,OK,10/21/18 9:15,3741811,OK,
10/21/18 9:30,0,OK,10/21/18 9:30,395779.6875,OK,10/21/18 9:30,41252.76953,OK,10/21/18 9:30,27.18853378,OK,10/21/18 9:30,1533.094849,OK,10/21/18 9:30,50467908,OK,10/21/18 9:30,1.247963013,OK,10/21/18 9:30,177.252243,OK,10/21/18 9:30,427.9892883,OK,10/21/18 9:30,13454530,OK,10/21/18 9:30,14056520,OK,10/21/18 9:30,14840400,OK,10/21/18 9:30,12919410,OK,10/21/18 9:30,16035970,OK,10/21/18 9:30,0,OK,10/21/18 9:30,0,OK,10/21/18 9:30,32981.64,OK,10/21/18 9:30,55.00456,OK,10/21/18 9:30,45.79967,OK,10/21/18 9:30,0.02593994,OK,10/21/18 9:30,71.77478,OK,10/21/18 9:30,40.80612,OK,10/21/18 9:30,1670031,OK,10/21/18 9:30,6313087,OK,10/21/18 9:30,4127300,OK,10/21/18 9:30,4075061,OK,10/21/18 9:30,120.8586,OK,10/21/18 9:30,0.9458918,UNRELIABLE,10/21/18 9:30,517.0093,OK,10/21/18 9:30,3741819,OK,
10/21/18 9:45,0,OK,10/21/18 9:45,395779.6875,OK,10/21/18 9:45,41253.10156,OK,10/21/18 9:45,30.66823196,OK,10/21/18 9:45,1788.078979,OK,10/21/18 9:45,50468316,OK,10/21/18 9:45,1.456157349,OK,10/21/18 9:45,177.9454498,OK,10/21/18 9:45,427.2886963,OK,10/21/18 9:45,13454530,OK,10/21/18 9:45,14056520,OK,10/21/18 9:45,14840520,OK,10/21/18 9:45,12919410,OK,10/21/18 9:45,16035970,OK,10/21/18 9:45,0,OK,10/21/18 9:45,0,OK,10/21/18 9:45,32981.64,OK,10/21/18 9:45,54.97401,OK,10/21/18 9:45,45.70689,OK,10/21/18 9:45,0.02606201,OK,10/21/18 9:45,71.50946,OK,10/21/18 9:45,40.8376,OK,10/21/18 9:45,1670031,OK,10/21/18 9:45,6313087,OK,10/21/18 9:45,4127300,OK,10/21/18 9:45,4075061,OK,10/21/18 9:45,120.5836,OK,10/21/18 9:45,0.9458918,UNRELIABLE,10/21/18 9:45,499.606,OK,10/21/18 9:45,3742159,OK,
10/21/18 10:00,0,OK,10/21/18 10:00,395779.6875,OK,10/21/18 10:00,41253.5,OK,10/21/18 10:00,32.6943512,OK,10/21/18 10:00,1941.892944,OK,10/21/18 10:00,50468808,OK,10/21/18 10:00,1.580429443,OK,10/21/18 10:00,179.150177,OK,10/21/18 10:00,428.8864136,OK,10/21/18 10:00,13454530,OK,10/21/18 10:00,14056520,OK,10/21/18 10:00,14840650,OK,10/21/18 10:00,12919410,OK,10/21/18 10:00,16035970,OK,10/21/18 10:00,0,OK,10/21/18 10:00,0,OK,10/21/18 10:00,32981.64,OK,10/21/18 10:00,54.97578,OK,10/21/18 10:00,45.67995,OK,10/21/18 10:00,0.02529907,OK,10/21/18 10:00,71.65125,OK,10/21/18 10:00,40.88075,OK,10/21/18 10:00,1670031,OK,10/21/18 10:00,6313087,OK,10/21/18 10:00,4127300,OK,10/21/18 10:00,4075061,OK,10/21/18 10:00,121.0466,OK,10/21/18 10:00,0.9458918,UNRELIABLE,10/21/18 10:00,508.6583,OK,10/21/18 10:00,3742164,OK,
10/21/18 10:15,0,OK,10/21/18 10:15,395779.6875,OK,10/21/18 10:15,41253.86328,OK,10/21/18 10:15,28.53812027,OK,10/21/18 10:15,1630.829346,OK,10/21/18 10:15,50469252,OK,10/21/18 10:15,1.327635132,OK,10/21/18 10:15,177.6539459,OK,10/21/18 10:15,427.9208679,OK,10/21/18 10:15,13454530,OK,10/21/18 10:15,14056520,OK,10/21/18 10:15,14840780,OK,10/21/18 10:15,12919410,OK,10/21/18 10:15,16035970,OK,10/21/18 10:15,0,OK,10/21/18 10:15,0,OK,10/21/18 10:15,32981.64,OK,10/21/18 10:15,54.98863,OK,10/21/18 10:15,46.18999,OK,10/21/18 10:15,0.02633667,OK,10/21/18 10:15,71.4068,OK,10/21/18 10:15,40.8165,OK,10/21/18 10:15,1670031,OK,10/21/18 10:15,6313087,OK,10/21/18 10:15,4127300,OK,10/21/18 10:15,4075061,OK,10/21/18 10:15,120.6982,OK,10/21/18 10:15,0.9458918,UNRELIABLE,10/21/18 10:15,518.2288,OK,10/21/18 10:15,3742430,OK,
10/21/18 10:30,0,OK,10/21/18 10:30,395779.6875,OK,10/21/18 10:30,41254.20313,OK,10/21/18 10:30,29.1826973,OK,10/21/18 10:30,1676.616089,OK,10/21/18 10:30,50469668,OK,10/21/18 10:30,1.365466797,OK,10/21/18 10:30,177.2902985,OK,10/21/18 10:30,426.9901123,OK,10/21/18 10:30,13454530,OK,10/21/18 10:30,14056520,OK,10/21/18 10:30,14840920,OK,10/21/18 10:30,12919410,OK,10/21/18 10:30,16035970,OK,10/21/18 10:30,0,OK,10/21/18 10:30,0,OK,10/21/18 10:30,32981.64,OK,10/21/18 10:30,54.97487,OK,10/21/18 10:30,45.83339,OK,10/21/18 10:30,0.02655029,OK,10/21/18 10:30,71.34149,OK,10/21/18 10:30,40.9838,OK,10/21/18 10:30,1670031,OK,10/21/18 10:30,6313087,OK,10/21/18 10:30,4127300,OK,10/21/18 10:30,4075061,OK,10/21/18 10:30,120.3499,OK,10/21/18 10:30,0.9458918,UNRELIABLE,10/21/18 10:30,551.6534,OK,10/21/18 10:30,3742490,OK,
10/21/18 10:45,0,OK,10/21/18 10:45,395779.6875,OK,10/21/18 10:45,41254.57031,OK,10/21/18 10:45,31.6780777,OK,10/21/18 10:45,1860.946899,OK,10/21/18 10:45,50470120,OK,10/21/18 10:45,1.515634155,OK,10/21/18 10:45,178.4319305,OK,10/21/18 10:45,427.2504883,OK,10/21/18 10:45,13454530,OK,10/21/18 10:45,14056520,OK,10/21/18 10:45,14841050,OK,10/21/18 10:45,12919410,OK,10/21/18 10:45,16035970,OK,10/21/18 10:45,0,OK,10/21/18 10:45,0,OK,10/21/18 10:45,32981.64,OK,10/21/18 10:45,54.97005,OK,10/21/18 10:45,45.54475,OK,10/21/18 10:45,0.02719116,OK,10/21/18 10:45,71.27637,OK,10/21/18 10:45,40.93663,OK,10/21/18 10:45,1670031,OK,10/21/18 10:45,6313087,OK,10/21/18 10:45,4127300,OK,10/21/18 10:45,4075061,OK,10/21/18 10:45,120.469,OK,10/21/18 10:45,0.9458918,UNRELIABLE,10/21/18 10:45,547.311,OK,10/21/18 10:45,3742726,OK,
10/21/18 11:00,0,OK,10/21/18 11:00,395779.6875,OK,10/21/18 11:00,41254.95703,OK,10/21/18 11:00,31.88965988,OK,10/21/18 11:00,1882.220215,OK,10/21/18 11:00,50470592,OK,10/21/18 11:00,1.532681885,OK,10/21/18 11:00,178.9489136,OK,10/21/18 11:00,427.7467651,OK,10/21/18 11:00,13454530,OK,10/21/18 11:00,14056520,OK,10/21/18 11:00,14841190,OK,10/21/18 11:00,12919410,OK,10/21/18 11:00,16035970,OK,10/21/18 11:00,0,OK,10/21/18 11:00,0,OK,10/21/18 11:00,32981.64,OK,10/21/18 11:00,54.993,OK,10/21/18 11:00,45.799,OK,10/21/18 11:00,0.02539063,OK,10/21/18 11:00,71.2713,OK,10/21/18 11:00,40.82617,OK,10/21/18 11:00,1670031,OK,10/21/18 11:00,6313087,OK,10/21/18 11:00,4127300,OK,10/21/18 11:00,4075061,OK,10/21/18 11:00,120.7395,OK,10/21/18 11:00,0.9458918,UNRELIABLE,10/21/18 11:00,539.5362,OK,10/21/18 11:00,3742901,OK,
